cellType	gene
Macrophages M1_FANTOM_3	MMP19
Macrophages M1_FANTOM_3	MSR1
Macrophages M1_FANTOM_3	MT2A
Macrophages M1_FANTOM_3	MYBPH
Macrophages M1_FANTOM_3	P2RX7
Macrophages M1_FANTOM_3	MAPK13
Macrophages M1_FANTOM_3	S100A11
Macrophages M1_FANTOM_3	CCL1
Macrophages M1_FANTOM_3	CCL7
Macrophages M1_FANTOM_3	CCL8
Macrophages M1_FANTOM_3	CCL18
Macrophages M1_FANTOM_3	CCL19
Macrophages M1_FANTOM_3	CCL22
Macrophages M1_FANTOM_3	CCL24
Macrophages M1_FANTOM_3	SLC1A2
Macrophages M1_FANTOM_3	SLC6A12
Macrophages M1_FANTOM_3	SLC11A1
Macrophages M1_FANTOM_3	SIGLEC1
Macrophages M1_FANTOM_3	SRC
Macrophages M1_FANTOM_3	TIE1
Macrophages M1_FANTOM_3	MARCO
Macrophages M1_FANTOM_3	HYAL2
Macrophages M1_FANTOM_3	CD163
Macrophages M1_FANTOM_3	LONP1
Macrophages M1_FANTOM_3	IGSF6
Macrophages M1_FANTOM_3	LILRB1
Macrophages M1_FANTOM_3	CD300C
Macrophages M1_FANTOM_3	SDS
Macrophages M1_FANTOM_3	LILRB4
Macrophages M1_FANTOM_3	EMILIN1
Macrophages M1_FANTOM_3	VSIG4
Macrophages M1_FANTOM_3	PHLDB1
Macrophages M1_FANTOM_3	NCAPH
Macrophages M1_FANTOM_3	CLEC4E
Macrophages M1_FANTOM_3	MYOF
Macrophages M1_FANTOM_3	HSPB7
Macrophages M1_FANTOM_3	ADAMDEC1
Macrophages M1_FANTOM_3	GLRX2
Macrophages M1_FANTOM_3	MS4A4A
Macrophages M1_FANTOM_3	ATP6V1H
Macrophages M1_FANTOM_3	TREM2
Macrophages M1_FANTOM_3	TMEM70
Macrophages M1_FANTOM_3	TMEM33
Macrophages M1_FANTOM_3	KCNK13
Macrophages M1_FANTOM_3	SLAMF8
Macrophages M1_FANTOM_3	HAMP
Macrophages M1_FANTOM_3	DNASE2B
Macrophages M1_FANTOM_3	MYOZ1
Macrophages M1_FANTOM_3	MFSD7
Macrophages M1_FANTOM_3	ADO
Macrophages M1_FANTOM_3	ADCK2
Macrophages M1_FANTOM_3	TBC1D16
Macrophages M2_BLUEPRINT_1	ACP2
Macrophages M2_BLUEPRINT_1	ADCY3
Macrophages M2_BLUEPRINT_1	ABCD1
Macrophages M2_BLUEPRINT_1	ALK
Macrophages M2_BLUEPRINT_1	ARSB
Macrophages M2_BLUEPRINT_1	ATP2A2
Macrophages M2_BLUEPRINT_1	ATP6V1C1
Macrophages M2_BLUEPRINT_1	ATP6V0A1
Macrophages M2_BLUEPRINT_1	TSPO
Macrophages M2_BLUEPRINT_1	CAMP
Macrophages M2_BLUEPRINT_1	CANX
Macrophages M2_BLUEPRINT_1	CD63
Macrophages M2_BLUEPRINT_1	CD81
Macrophages M2_BLUEPRINT_1	CLCN7
Macrophages M2_BLUEPRINT_1	TPP1
Macrophages M2_BLUEPRINT_1	SLC31A1
Macrophages M2_BLUEPRINT_1	FDX1
Macrophages M2_BLUEPRINT_1	FGR
Macrophages M2_BLUEPRINT_1	FTL
Macrophages M2_BLUEPRINT_1	GLB1
Macrophages M2_BLUEPRINT_1	HADHB
Macrophages M2_BLUEPRINT_1	NCKAP1L
Macrophages M2_BLUEPRINT_1	HEXA
Macrophages M2_BLUEPRINT_1	HEXB
Macrophages M2_BLUEPRINT_1	HPS1
Macrophages M2_BLUEPRINT_1	IFNAR1
Macrophages M2_BLUEPRINT_1	ITGAX
Macrophages M2_BLUEPRINT_1	KCNJ5
Macrophages M2_BLUEPRINT_1	LAIR1
Macrophages M2_BLUEPRINT_1	LAMP1
Macrophages M2_BLUEPRINT_1	MSR1
Macrophages M2_BLUEPRINT_1	MYO9B
Macrophages M2_BLUEPRINT_1	P2RX7
Macrophages M2_BLUEPRINT_1	SDCBP
Macrophages M2_BLUEPRINT_1	SNX1
Macrophages M2_BLUEPRINT_1	SNX2
Macrophages M2_BLUEPRINT_1	STX4
Macrophages M2_BLUEPRINT_1	MARCO
Macrophages M2_BLUEPRINT_1	CDS2
Macrophages M2_BLUEPRINT_1	PABPC4
Macrophages M2_BLUEPRINT_1	ATP6V0D1
Macrophages M2_BLUEPRINT_1	PICK1
Macrophages M2_BLUEPRINT_1	ARHGEF11
Macrophages M2_BLUEPRINT_1	HS3ST2
Macrophages M2_BLUEPRINT_1	PDCD6IP
Macrophages M2_BLUEPRINT_1	SCAMP2
Macrophages M2_BLUEPRINT_1	COL4A3BP
Macrophages M2_BLUEPRINT_1	HSPH1
Macrophages M2_BLUEPRINT_1	OS9
Macrophages M2_BLUEPRINT_1	SDS
Macrophages M2_BLUEPRINT_1	LILRB4
Macrophages M2_BLUEPRINT_1	VSIG4
Macrophages M2_BLUEPRINT_1	GABARAP
Macrophages M2_BLUEPRINT_1	TFEC
Macrophages M2_BLUEPRINT_1	WDFY3
Macrophages M2_BLUEPRINT_1	TBC1D9B
Macrophages M2_BLUEPRINT_1	ZC3H3
Macrophages M2_BLUEPRINT_1	CYFIP1
Macrophages M2_BLUEPRINT_1	PLEKHM2
Macrophages M2_BLUEPRINT_1	FKBP15
Macrophages M2_BLUEPRINT_1	SMG5
Macrophages M2_BLUEPRINT_1	UNC50
Macrophages M2_BLUEPRINT_1	GGA1
Macrophages M2_BLUEPRINT_1	SNX5
Macrophages M2_BLUEPRINT_1	SLC39A1
Macrophages M2_BLUEPRINT_1	ADAMDEC1
Macrophages M2_BLUEPRINT_1	COMMD9
Macrophages M2_BLUEPRINT_1	SLC25A24
Macrophages M2_BLUEPRINT_1	SPG21
Macrophages M2_BLUEPRINT_1	MS4A4A
Macrophages M2_BLUEPRINT_1	ANKFY1
Macrophages M2_BLUEPRINT_1	BTBD1
Macrophages M2_BLUEPRINT_1	STX18
Macrophages M2_BLUEPRINT_1	RIN2
Macrophages M2_BLUEPRINT_1	PQLC2
Macrophages M2_BLUEPRINT_1	TMEM70
Macrophages M2_BLUEPRINT_1	ACSM5
Macrophages M2_BLUEPRINT_1	AGGF1
Macrophages M2_BLUEPRINT_1	SLC38A7
Macrophages M2_BLUEPRINT_1	VPS53
Macrophages M2_BLUEPRINT_1	NOP10
Macrophages M2_BLUEPRINT_1	IARS2
Macrophages M2_BLUEPRINT_1	CCDC88A
Macrophages M2_BLUEPRINT_1	VPS35
Macrophages M2_BLUEPRINT_1	TMEM184C
Macrophages M2_BLUEPRINT_1	EXOC1
Macrophages M2_BLUEPRINT_1	SLAMF8
Macrophages M2_BLUEPRINT_1	C16orf62
Macrophages M2_BLUEPRINT_1	POGK
Macrophages M2_BLUEPRINT_1	HAMP
Macrophages M2_BLUEPRINT_1	DNASE2B
Macrophages M2_BLUEPRINT_1	MTMR14
Macrophages M2_BLUEPRINT_1	GORASP1
Macrophages M2_BLUEPRINT_1	C10orf76
Macrophages M2_BLUEPRINT_1	LONRF3
Macrophages M2_BLUEPRINT_1	UBXN6
Macrophages M2_BLUEPRINT_2	CLCN7
Macrophages M2_BLUEPRINT_2	FGR
Macrophages M2_BLUEPRINT_2	GLB1
Macrophages M2_BLUEPRINT_2	HEXA
Macrophages M2_BLUEPRINT_2	HEXB
Macrophages M2_BLUEPRINT_2	HS3ST2
Macrophages M2_BLUEPRINT_2	FKBP15
Macrophages M2_BLUEPRINT_2	PQLC2
Macrophages M2_BLUEPRINT_2	TMEM70
Macrophages M2_BLUEPRINT_2	SLC38A7
Macrophages M2_BLUEPRINT_3	ACP2
Macrophages M2_BLUEPRINT_3	ALK
Macrophages M2_BLUEPRINT_3	ARSB
Macrophages M2_BLUEPRINT_3	ATP6V0A1
Macrophages M2_BLUEPRINT_3	CD63
Macrophages M2_BLUEPRINT_3	CLCN7
Macrophages M2_BLUEPRINT_3	TPP1
Macrophages M2_BLUEPRINT_3	SLC31A1
Macrophages M2_BLUEPRINT_3	FGR
Macrophages M2_BLUEPRINT_3	GLB1
Macrophages M2_BLUEPRINT_3	HADHB
Macrophages M2_BLUEPRINT_3	NCKAP1L
Macrophages M2_BLUEPRINT_3	HEXA
Macrophages M2_BLUEPRINT_3	HEXB
Macrophages M2_BLUEPRINT_3	IFNAR1
Macrophages M2_BLUEPRINT_3	KCNJ5
Macrophages M2_BLUEPRINT_3	MYO9B
Macrophages M2_BLUEPRINT_3	P2RX7
Macrophages M2_BLUEPRINT_3	SDCBP
Macrophages M2_BLUEPRINT_3	MARCO
Macrophages M2_BLUEPRINT_3	ATP6V0D1
Macrophages M2_BLUEPRINT_3	HS3ST2
Macrophages M2_BLUEPRINT_3	PDCD6IP
Macrophages M2_BLUEPRINT_3	COL4A3BP
Macrophages M2_BLUEPRINT_3	CYFIP1
Macrophages M2_BLUEPRINT_3	PLEKHM2
Macrophages M2_BLUEPRINT_3	FKBP15
Macrophages M2_BLUEPRINT_3	SMG5
Macrophages M2_BLUEPRINT_3	SLC39A1
Macrophages M2_BLUEPRINT_3	COMMD9
Macrophages M2_BLUEPRINT_3	MS4A4A
Macrophages M2_BLUEPRINT_3	STX18
Macrophages M2_BLUEPRINT_3	PQLC2
Macrophages M2_BLUEPRINT_3	TMEM70
Macrophages M2_BLUEPRINT_3	SLC38A7
Macrophages M2_BLUEPRINT_3	VPS53
Macrophages M2_BLUEPRINT_3	HAMP
Macrophages M2_BLUEPRINT_3	LONRF3
Macrophages M2_HPCA_1	ADRA2B
Macrophages M2_HPCA_1	AP1B1
Macrophages M2_HPCA_1	ALDH9A1
Macrophages M2_HPCA_1	ANXA11
Macrophages M2_HPCA_1	AQP8
Macrophages M2_HPCA_1	CD52
Macrophages M2_HPCA_1	ELK1
Macrophages M2_HPCA_1	FH
Macrophages M2_HPCA_1	FLT1
Macrophages M2_HPCA_1	GPD1
Macrophages M2_HPCA_1	NCKAP1L
Macrophages M2_HPCA_1	HEXB
Macrophages M2_HPCA_1	KCNJ1
Macrophages M2_HPCA_1	LAMP1
Macrophages M2_HPCA_1	MMP19
Macrophages M2_HPCA_1	MSR1
Macrophages M2_HPCA_1	NDUFB1
Macrophages M2_HPCA_1	NPR1
Macrophages M2_HPCA_1	PDE1B
Macrophages M2_HPCA_1	PEX19
Macrophages M2_HPCA_1	S100A6
Macrophages M2_HPCA_1	SLC6A7
Macrophages M2_HPCA_1	SLC6A12
Macrophages M2_HPCA_1	SNAPC2
Macrophages M2_HPCA_1	SNX1
Macrophages M2_HPCA_1	TAF10
Macrophages M2_HPCA_1	UCP3
Macrophages M2_HPCA_1	UGP2
Macrophages M2_HPCA_1	USF2
Macrophages M2_HPCA_1	XPNPEP2
Macrophages M2_HPCA_1	AKR7A2
Macrophages M2_HPCA_1	SNX3
Macrophages M2_HPCA_1	TNFSF14
Macrophages M2_HPCA_1	NFS1
Macrophages M2_HPCA_1	GSTO1
Macrophages M2_HPCA_1	KIAA0196
Macrophages M2_HPCA_1	HS3ST2
Macrophages M2_HPCA_1	BCAP31
Macrophages M2_HPCA_1	CEPT1
Macrophages M2_HPCA_1	BAIAP2
Macrophages M2_HPCA_1	SLC9A6
Macrophages M2_HPCA_1	VTI1B
Macrophages M2_HPCA_1	ARFGEF2
Macrophages M2_HPCA_1	HSPH1
Macrophages M2_HPCA_1	LILRA2
Macrophages M2_HPCA_1	EFR3A
Macrophages M2_HPCA_1	FKBP15
Macrophages M2_HPCA_1	NCAPH
Macrophages M2_HPCA_1	ZCCHC4
Macrophages M2_HPCA_1	TMED5
Macrophages M2_HPCA_1	MYO15A
Macrophages M2_HPCA_1	NAGPA
Macrophages M2_HPCA_1	ZNF219
Macrophages M2_HPCA_1	MS4A4A
Macrophages M2_HPCA_1	ANGPT4
Macrophages M2_HPCA_1	ATP6V1D
Macrophages M2_HPCA_1	TREM2
Macrophages M2_HPCA_1	KCTD5
Macrophages M2_HPCA_1	PQLC2
Macrophages M2_HPCA_1	AGGF1
Macrophages M2_HPCA_1	MFN1
Macrophages M2_HPCA_1	IARS2
Macrophages M2_HPCA_1	CCDC88A
Macrophages M2_HPCA_1	KCNK13
Macrophages M2_HPCA_1	TMEM9B
Macrophages M2_HPCA_1	POGK
Macrophages M2_HPCA_1	MYOZ1
Macrophages M2_HPCA_1	IPPK
Macrophages M2_HPCA_1	CARD14
Macrophages M2_HPCA_1	ALG9
Macrophages M2_HPCA_1	MRM1
Macrophages M2_HPCA_1	DHX57
Macrophages M2_HPCA_1	SLC25A46
Macrophages M2_HPCA_1	OSBPL11
Macrophages M2_HPCA_1	CCDC85C
Macrophages M2_HPCA_2	ADRA2B
Macrophages M2_HPCA_2	DNASE1L3
Macrophages M2_HPCA_2	FDX1
Macrophages M2_HPCA_2	GPD1
Macrophages M2_HPCA_2	GUCA1A
Macrophages M2_HPCA_2	KCNJ1
Macrophages M2_HPCA_2	MSR1
Macrophages M2_HPCA_2	PDE1B
Macrophages M2_HPCA_2	UCP3
Macrophages M2_HPCA_2	HS3ST2
Macrophages M2_HPCA_2	SDS
Macrophages M2_HPCA_2	MS4A4A
Macrophages M2_HPCA_2	TREM2
Macrophages M2_HPCA_2	DNASE2B
Macrophages M2_HPCA_2	MYOZ1
Macrophages M2_HPCA_3	ADRA2B
Macrophages M2_HPCA_3	CD52
Macrophages M2_HPCA_3	GPD1
Macrophages M2_HPCA_3	MSR1
Macrophages M2_HPCA_3	NPR1
Macrophages M2_HPCA_3	UCP3
Macrophages M2_HPCA_3	HS3ST2
Macrophages M2_HPCA_3	MYO15A
Macrophages_BLUEPRINT_1	ACP2
Macrophages_BLUEPRINT_1	ATOX1
Macrophages_BLUEPRINT_1	ATP6V0C
Macrophages_BLUEPRINT_1	ATP6V1E1
Macrophages_BLUEPRINT_1	C1QA
Macrophages_BLUEPRINT_1	CD9
Macrophages_BLUEPRINT_1	CD48
Macrophages_BLUEPRINT_1	CLCN7
Macrophages_BLUEPRINT_1	CCR1
Macrophages_BLUEPRINT_1	CRYBB1
Macrophages_BLUEPRINT_1	CYBB
Macrophages_BLUEPRINT_1	FCER1G
Macrophages_BLUEPRINT_1	FDX1
Macrophages_BLUEPRINT_1	FOLR2
Macrophages_BLUEPRINT_1	FPR3
Macrophages_BLUEPRINT_1	FTL
Macrophages_BLUEPRINT_1	HEXA
Macrophages_BLUEPRINT_1	HEXB
Macrophages_BLUEPRINT_1	KCNJ5
Macrophages_BLUEPRINT_1	LAIR1
Macrophages_BLUEPRINT_1	M6PR
Macrophages_BLUEPRINT_1	MDH1
Macrophages_BLUEPRINT_1	NUBP1
Macrophages_BLUEPRINT_1	P2RX7
Macrophages_BLUEPRINT_1	RAC1
Macrophages_BLUEPRINT_1	CCL8
Macrophages_BLUEPRINT_1	CCL22
Macrophages_BLUEPRINT_1	STX4
Macrophages_BLUEPRINT_1	TCEB1
Macrophages_BLUEPRINT_1	TYROBP
Macrophages_BLUEPRINT_1	VAMP8
Macrophages_BLUEPRINT_1	MARCO
Macrophages_BLUEPRINT_1	CD84
Macrophages_BLUEPRINT_1	ATP6V0E1
Macrophages_BLUEPRINT_1	ATP6V1F
Macrophages_BLUEPRINT_1	CD163
Macrophages_BLUEPRINT_1	CIAO1
Macrophages_BLUEPRINT_1	LY86
Macrophages_BLUEPRINT_1	ARHGEF11
Macrophages_BLUEPRINT_1	HS3ST2
Macrophages_BLUEPRINT_1	ARPC4
Macrophages_BLUEPRINT_1	ATP6AP2
Macrophages_BLUEPRINT_1	BAIAP2
Macrophages_BLUEPRINT_1	PRDX3
Macrophages_BLUEPRINT_1	ERP29
Macrophages_BLUEPRINT_1	LILRB5
Macrophages_BLUEPRINT_1	SDS
Macrophages_BLUEPRINT_1	LILRB4
Macrophages_BLUEPRINT_1	VSIG4
Macrophages_BLUEPRINT_1	FKBP15
Macrophages_BLUEPRINT_1	ZZZ3
Macrophages_BLUEPRINT_1	SIGLEC7
Macrophages_BLUEPRINT_1	SIGLEC9
Macrophages_BLUEPRINT_1	ADAMDEC1
Macrophages_BLUEPRINT_1	ORMDL2
Macrophages_BLUEPRINT_1	COMMD9
Macrophages_BLUEPRINT_1	SPG21
Macrophages_BLUEPRINT_1	MS4A4A
Macrophages_BLUEPRINT_1	UBE2D4
Macrophages_BLUEPRINT_1	TRAPPC2L
Macrophages_BLUEPRINT_1	TREM2
Macrophages_BLUEPRINT_1	TMEM70
Macrophages_BLUEPRINT_1	ARL8B
Macrophages_BLUEPRINT_1	TMEM126B
Macrophages_BLUEPRINT_1	SLAMF8
Macrophages_BLUEPRINT_1	C12orf4
Macrophages_BLUEPRINT_1	HAMP
Macrophages_BLUEPRINT_1	GUF1
Macrophages_BLUEPRINT_1	YIF1B
Macrophages_BLUEPRINT_2	ACP2
Macrophages_BLUEPRINT_2	ATOX1
Macrophages_BLUEPRINT_2	ATP6V0C
Macrophages_BLUEPRINT_2	ATP6V1E1
Macrophages_BLUEPRINT_2	C1QA
Macrophages_BLUEPRINT_2	CD9
Macrophages_BLUEPRINT_2	CD48
Macrophages_BLUEPRINT_2	CD63
Macrophages_BLUEPRINT_2	CLCN7
Macrophages_BLUEPRINT_2	TPP1
Macrophages_BLUEPRINT_2	CCR1
Macrophages_BLUEPRINT_2	CMKLR1
Macrophages_BLUEPRINT_2	SLC31A1
Macrophages_BLUEPRINT_2	COX5B
Macrophages_BLUEPRINT_2	COX7B
Macrophages_BLUEPRINT_2	COX8A
Macrophages_BLUEPRINT_2	CRYBB1
Macrophages_BLUEPRINT_2	CYBA
Macrophages_BLUEPRINT_2	CYBB
Macrophages_BLUEPRINT_2	FCER1G
Macrophages_BLUEPRINT_2	FDX1
Macrophages_BLUEPRINT_2	FOLR2
Macrophages_BLUEPRINT_2	FPR3
Macrophages_BLUEPRINT_2	FTL
Macrophages_BLUEPRINT_2	GLB1
Macrophages_BLUEPRINT_2	HEXA
Macrophages_BLUEPRINT_2	HEXB
Macrophages_BLUEPRINT_2	KCNJ5
Macrophages_BLUEPRINT_2	LAIR1
Macrophages_BLUEPRINT_2	LAMP1
Macrophages_BLUEPRINT_2	NUBP1
Macrophages_BLUEPRINT_2	NDUFB3
Macrophages_BLUEPRINT_2	NDUFS3
Macrophages_BLUEPRINT_2	NDUFS6
Macrophages_BLUEPRINT_2	P2RX7
Macrophages_BLUEPRINT_2	PCMT1
Macrophages_BLUEPRINT_2	MAPK13
Macrophages_BLUEPRINT_2	PSME1
Macrophages_BLUEPRINT_2	RB1
Macrophages_BLUEPRINT_2	CCL8
Macrophages_BLUEPRINT_2	CCL22
Macrophages_BLUEPRINT_2	SDHD
Macrophages_BLUEPRINT_2	SUMO3
Macrophages_BLUEPRINT_2	SNX2
Macrophages_BLUEPRINT_2	TCEB1
Macrophages_BLUEPRINT_2	TYROBP
Macrophages_BLUEPRINT_2	UQCRC2
Macrophages_BLUEPRINT_2	VAMP8
Macrophages_BLUEPRINT_2	MARCO
Macrophages_BLUEPRINT_2	SNX3
Macrophages_BLUEPRINT_2	CD84
Macrophages_BLUEPRINT_2	ATP6V0E1
Macrophages_BLUEPRINT_2	ITGB1BP1
Macrophages_BLUEPRINT_2	S1PR2
Macrophages_BLUEPRINT_2	ATP6V1F
Macrophages_BLUEPRINT_2	CD163
Macrophages_BLUEPRINT_2	COX5A
Macrophages_BLUEPRINT_2	CIAO1
Macrophages_BLUEPRINT_2	LY86
Macrophages_BLUEPRINT_2	ARHGEF11
Macrophages_BLUEPRINT_2	HS3ST2
Macrophages_BLUEPRINT_2	SCAMP2
Macrophages_BLUEPRINT_2	ARPC4
Macrophages_BLUEPRINT_2	ATP6AP2
Macrophages_BLUEPRINT_2	BAIAP2
Macrophages_BLUEPRINT_2	PRDX3
Macrophages_BLUEPRINT_2	ERP29
Macrophages_BLUEPRINT_2	UQCR11
Macrophages_BLUEPRINT_2	LILRB5
Macrophages_BLUEPRINT_2	SDS
Macrophages_BLUEPRINT_2	LILRB4
Macrophages_BLUEPRINT_2	VSIG4
Macrophages_BLUEPRINT_2	STAB1
Macrophages_BLUEPRINT_2	FKBP15
Macrophages_BLUEPRINT_2	DNAJC13
Macrophages_BLUEPRINT_2	CLEC5A
Macrophages_BLUEPRINT_2	ZZZ3
Macrophages_BLUEPRINT_2	SIGLEC7
Macrophages_BLUEPRINT_2	SIGLEC9
Macrophages_BLUEPRINT_2	ADAMDEC1
Macrophages_BLUEPRINT_2	ORMDL2
Macrophages_BLUEPRINT_2	COMMD9
Macrophages_BLUEPRINT_2	UQCR10
Macrophages_BLUEPRINT_2	SPG21
Macrophages_BLUEPRINT_2	MS4A4A
Macrophages_BLUEPRINT_2	UBE2D4
Macrophages_BLUEPRINT_2	TRAPPC2L
Macrophages_BLUEPRINT_2	TREM2
Macrophages_BLUEPRINT_2	KCTD5
Macrophages_BLUEPRINT_2	PQLC2
Macrophages_BLUEPRINT_2	COMMD8
Macrophages_BLUEPRINT_2	TMEM70
Macrophages_BLUEPRINT_2	ARL8B
Macrophages_BLUEPRINT_2	SLC38A7
Macrophages_BLUEPRINT_2	NOP10
Macrophages_BLUEPRINT_2	WDR11
Macrophages_BLUEPRINT_2	TMEM126B
Macrophages_BLUEPRINT_2	TMEM9B
Macrophages_BLUEPRINT_2	SLAMF8
Macrophages_BLUEPRINT_2	C12orf4
Macrophages_BLUEPRINT_2	MRS2
Macrophages_BLUEPRINT_2	HAMP
Macrophages_BLUEPRINT_2	DNASE2B
Macrophages_BLUEPRINT_2	GUF1
Macrophages_BLUEPRINT_2	MS4A6A
Macrophages_BLUEPRINT_2	MRPL40
Macrophages_BLUEPRINT_2	PPCS
Macrophages_BLUEPRINT_2	PMFBP1
Macrophages_BLUEPRINT_2	YIF1B
Macrophages_BLUEPRINT_2	ADCK2
Macrophages_BLUEPRINT_2	HIGD2A
Macrophages_BLUEPRINT_3	ACP2
Macrophages_BLUEPRINT_3	ATOX1
Macrophages_BLUEPRINT_3	ATP6V0C
Macrophages_BLUEPRINT_3	ATP6V1E1
Macrophages_BLUEPRINT_3	C1QA
Macrophages_BLUEPRINT_3	CD9
Macrophages_BLUEPRINT_3	CD48
Macrophages_BLUEPRINT_3	CD63
Macrophages_BLUEPRINT_3	CLCN7
Macrophages_BLUEPRINT_3	CCR1
Macrophages_BLUEPRINT_3	COX8A
Macrophages_BLUEPRINT_3	CRYBB1
Macrophages_BLUEPRINT_3	CYBB
Macrophages_BLUEPRINT_3	FCER1G
Macrophages_BLUEPRINT_3	FDX1
Macrophages_BLUEPRINT_3	FOLR2
Macrophages_BLUEPRINT_3	FPR3
Macrophages_BLUEPRINT_3	FTL
Macrophages_BLUEPRINT_3	HEXA
Macrophages_BLUEPRINT_3	HEXB
Macrophages_BLUEPRINT_3	KCNJ5
Macrophages_BLUEPRINT_3	LAIR1
Macrophages_BLUEPRINT_3	LAMP1
Macrophages_BLUEPRINT_3	NDUFB3
Macrophages_BLUEPRINT_3	NDUFS6
Macrophages_BLUEPRINT_3	P2RX7
Macrophages_BLUEPRINT_3	MAPK13
Macrophages_BLUEPRINT_3	CCL8
Macrophages_BLUEPRINT_3	CCL22
Macrophages_BLUEPRINT_3	SNX2
Macrophages_BLUEPRINT_3	TCEB1
Macrophages_BLUEPRINT_3	TYROBP
Macrophages_BLUEPRINT_3	UQCRC2
Macrophages_BLUEPRINT_3	VAMP8
Macrophages_BLUEPRINT_3	MARCO
Macrophages_BLUEPRINT_3	SNX3
Macrophages_BLUEPRINT_3	CD84
Macrophages_BLUEPRINT_3	ATP6V0E1
Macrophages_BLUEPRINT_3	ITGB1BP1
Macrophages_BLUEPRINT_3	ATP6V1F
Macrophages_BLUEPRINT_3	CD163
Macrophages_BLUEPRINT_3	COX5A
Macrophages_BLUEPRINT_3	CIAO1
Macrophages_BLUEPRINT_3	LY86
Macrophages_BLUEPRINT_3	ARHGEF11
Macrophages_BLUEPRINT_3	HS3ST2
Macrophages_BLUEPRINT_3	SCAMP2
Macrophages_BLUEPRINT_3	ARPC4
Macrophages_BLUEPRINT_3	ATP6AP2
Macrophages_BLUEPRINT_3	ERP29
Macrophages_BLUEPRINT_3	UQCR11
Macrophages_BLUEPRINT_3	LILRB5
Macrophages_BLUEPRINT_3	SDS
Macrophages_BLUEPRINT_3	LILRB4
Macrophages_BLUEPRINT_3	VSIG4
Macrophages_BLUEPRINT_3	STAB1
Macrophages_BLUEPRINT_3	FKBP15
Macrophages_BLUEPRINT_3	DNAJC13
Macrophages_BLUEPRINT_3	CLEC5A
Macrophages_BLUEPRINT_3	ZZZ3
Macrophages_BLUEPRINT_3	SIGLEC7
Macrophages_BLUEPRINT_3	SIGLEC9
Macrophages_BLUEPRINT_3	ADAMDEC1
Macrophages_BLUEPRINT_3	ORMDL2
Macrophages_BLUEPRINT_3	COMMD9
Macrophages_BLUEPRINT_3	SPG21
Macrophages_BLUEPRINT_3	MS4A4A
Macrophages_BLUEPRINT_3	UBE2D4
Macrophages_BLUEPRINT_3	TREM2
Macrophages_BLUEPRINT_3	KCTD5
Macrophages_BLUEPRINT_3	TMEM70
Macrophages_BLUEPRINT_3	ARL8B
Macrophages_BLUEPRINT_3	NOP10
Macrophages_BLUEPRINT_3	WDR11
Macrophages_BLUEPRINT_3	TMEM126B
Macrophages_BLUEPRINT_3	SLAMF8
Macrophages_BLUEPRINT_3	C12orf4
Macrophages_BLUEPRINT_3	HAMP
Macrophages_BLUEPRINT_3	GUF1
Macrophages_BLUEPRINT_3	MS4A6A
Macrophages_BLUEPRINT_3	MRPL40
Macrophages_BLUEPRINT_3	PPCS
Macrophages_BLUEPRINT_3	PMFBP1
Macrophages_BLUEPRINT_3	YIF1B
Macrophages_BLUEPRINT_3	ADCK2
Macrophages_FANTOM_1	ACP2
Macrophages_FANTOM_1	CHIT1
Macrophages_FANTOM_1	CSF1
Macrophages_FANTOM_1	CYP19A1
Macrophages_FANTOM_1	FDX1
Macrophages_FANTOM_1	HK3
Macrophages_FANTOM_1	MSR1
Macrophages_FANTOM_1	CCL22
Macrophages_FANTOM_1	SLC6A12
Macrophages_FANTOM_1	CD84
Macrophages_FANTOM_1	SDS
Macrophages_FANTOM_1	VSIG4
Macrophages_FANTOM_1	CLEC5A
Macrophages_FANTOM_1	ADAMDEC1
Macrophages_FANTOM_1	HAMP
Macrophages_FANTOM_1	DNASE2B
Macrophages_FANTOM_1	MYOZ1
Macrophages_FANTOM_2	ACP2
Macrophages_FANTOM_2	ADCY3
Macrophages_FANTOM_2	ALCAM
Macrophages_FANTOM_2	ABCD1
Macrophages_FANTOM_2	BPI
Macrophages_FANTOM_2	CHIT1
Macrophages_FANTOM_2	CYP19A1
Macrophages_FANTOM_2	HK3
Macrophages_FANTOM_2	KCNJ1
Macrophages_FANTOM_2	KCNMB1
Macrophages_FANTOM_2	CXCL9
Macrophages_FANTOM_2	MMP8
Macrophages_FANTOM_2	MSR1
Macrophages_FANTOM_2	CCL1
Macrophages_FANTOM_2	CCL7
Macrophages_FANTOM_2	CCL22
Macrophages_FANTOM_2	SLC1A2
Macrophages_FANTOM_2	SLC6A12
Macrophages_FANTOM_2	CD84
Macrophages_FANTOM_2	CD163
Macrophages_FANTOM_2	SDS
Macrophages_FANTOM_2	LILRB4
Macrophages_FANTOM_2	VSIG4
Macrophages_FANTOM_2	FKBP15
Macrophages_FANTOM_2	NCAPH
Macrophages_FANTOM_2	CLEC5A
Macrophages_FANTOM_2	ADAMDEC1
Macrophages_FANTOM_2	ATP6V1H
Macrophages_FANTOM_2	PQLC2
Macrophages_FANTOM_2	SLAMF8
Macrophages_FANTOM_2	HAMP
Macrophages_FANTOM_2	DNASE2B
Macrophages_FANTOM_2	MYOZ1
Macrophages_FANTOM_2	LONRF3
Macrophages_FANTOM_2	MFSD7
Macrophages_FANTOM_3	ACP2
Macrophages_FANTOM_3	ADCY3
Macrophages_FANTOM_3	ALCAM
Macrophages_FANTOM_3	ABCD1
