cellType	gene
Pericytes_ENCODE_3	SEC16A
Pericytes_ENCODE_3	MED16
Pericytes_ENCODE_3	CTDSP2
Pericytes_ENCODE_3	ARFRP1
Pericytes_ENCODE_3	RNF41
Pericytes_ENCODE_3	TAB1
Pericytes_ENCODE_3	TM9SF1
Pericytes_ENCODE_3	SEPT9
Pericytes_ENCODE_3	EHMT2
Pericytes_ENCODE_3	KDELR1
Pericytes_ENCODE_3	LMAN2
Pericytes_ENCODE_3	TMEM115
Pericytes_ENCODE_3	WDR6
Pericytes_ENCODE_3	COPZ1
Pericytes_ENCODE_3	RALY
Pericytes_ENCODE_3	TCF25
Pericytes_ENCODE_3	GANAB
Pericytes_ENCODE_3	SMG5
Pericytes_ENCODE_3	SIRT3
Pericytes_ENCODE_3	CBX6
Pericytes_ENCODE_3	PES1
Pericytes_ENCODE_3	POFUT1
Pericytes_ENCODE_3	DNPEP
Pericytes_ENCODE_3	CBY1
Pericytes_ENCODE_3	TMEM184B
Pericytes_ENCODE_3	ZNF500
Pericytes_ENCODE_3	IRF2BP1
Pericytes_ENCODE_3	ERAL1
Pericytes_ENCODE_3	CHMP2A
Pericytes_ENCODE_3	SGSM3
Pericytes_ENCODE_3	REM1
Pericytes_ENCODE_3	C19orf53
Pericytes_ENCODE_3	MYLPF
Pericytes_ENCODE_3	GMPPA
Pericytes_ENCODE_3	ZNF771
Pericytes_ENCODE_3	CUTA
Pericytes_ENCODE_3	ERGIC3
Pericytes_ENCODE_3	GPR173
Pericytes_ENCODE_3	DDX49
Pericytes_ENCODE_3	TMEM161A
Pericytes_ENCODE_3	ATP5SL
Pericytes_ENCODE_3	PACS1
Pericytes_ENCODE_3	PCDHGB5
Pericytes_ENCODE_3	PRDM11
Pericytes_ENCODE_3	PKNOX2
Pericytes_ENCODE_3	TSEN34
Pericytes_ENCODE_3	HPS6
Pericytes_ENCODE_3	OPA3
Pericytes_ENCODE_3	UBXN6
Pericytes_ENCODE_3	TOM1L2
Pericytes_FANTOM_1	FLT1
Pericytes_FANTOM_1	GDNF
Pericytes_FANTOM_1	HTR2B
Pericytes_FANTOM_1	P2RX1
Pericytes_FANTOM_1	POU2F2
Pericytes_FANTOM_1	MASP1
Pericytes_FANTOM_1	KSR1
Pericytes_FANTOM_1	S1PR2
Pericytes_FANTOM_1	HAND2
Pericytes_FANTOM_1	ADAMTSL2
Pericytes_FANTOM_1	COLEC10
Pericytes_FANTOM_1	BTN2A1
Pericytes_FANTOM_1	KIF26B
Pericytes_FANTOM_1	ADAMTS12
Pericytes_FANTOM_2	COL10A1
Pericytes_FANTOM_2	SLC31A1
Pericytes_FANTOM_2	FLT1
Pericytes_FANTOM_2	GDNF
Pericytes_FANTOM_2	HTR2B
Pericytes_FANTOM_2	MASP1
Pericytes_FANTOM_2	HAND2
Pericytes_FANTOM_2	ADAMTSL2
Pericytes_FANTOM_2	DSCR4
Pericytes_FANTOM_2	COLEC10
Pericytes_FANTOM_2	IGF2BP3
Pericytes_FANTOM_2	ABTB2
Pericytes_FANTOM_2	ADAMTS12
Pericytes_FANTOM_3	FLT1
Pericytes_FANTOM_3	GDNF
Pericytes_FANTOM_3	HTR2B
Pericytes_FANTOM_3	MASP1
Pericytes_FANTOM_3	COLEC10
Pericytes_FANTOM_3	BTN2A1
Pericytes_FANTOM_3	KIF26B
Pericytes_FANTOM_3	ADAMTS12
Plasma cells_BLUEPRINT_1	AMPD1
Plasma cells_BLUEPRINT_1	TNFRSF17
Plasma cells_BLUEPRINT_1	FKBP2
Plasma cells_BLUEPRINT_1	PNOC
Plasma cells_BLUEPRINT_1	SSR4
Plasma cells_BLUEPRINT_1	RNGTT
Plasma cells_BLUEPRINT_1	SPATS2
Plasma cells_BLUEPRINT_1	UBA5
Plasma cells_BLUEPRINT_1	ZBP1
Plasma cells_BLUEPRINT_2	ALPI
Plasma cells_BLUEPRINT_2	AMPD1
Plasma cells_BLUEPRINT_2	AVP
Plasma cells_BLUEPRINT_2	TNFRSF17
Plasma cells_BLUEPRINT_2	BMP8B
Plasma cells_BLUEPRINT_2	C21orf2
Plasma cells_BLUEPRINT_2	CAMP
Plasma cells_BLUEPRINT_2	CASP10
Plasma cells_BLUEPRINT_2	CCNC
Plasma cells_BLUEPRINT_2	CD27
Plasma cells_BLUEPRINT_2	ENTPD1
Plasma cells_BLUEPRINT_2	CD79A
Plasma cells_BLUEPRINT_2	CDH15
Plasma cells_BLUEPRINT_2	COX6A2
Plasma cells_BLUEPRINT_2	CRYBB1
Plasma cells_BLUEPRINT_2	CRYBB3
Plasma cells_BLUEPRINT_2	CRYGC
Plasma cells_BLUEPRINT_2	CYP11A1
Plasma cells_BLUEPRINT_2	EPO
Plasma cells_BLUEPRINT_2	FKBP2
Plasma cells_BLUEPRINT_2	GDF2
Plasma cells_BLUEPRINT_2	GOLGA3
Plasma cells_BLUEPRINT_2	GOLGA4
Plasma cells_BLUEPRINT_2	GRM4
Plasma cells_BLUEPRINT_2	GUCA1A
Plasma cells_BLUEPRINT_2	HIST1H2BB
Plasma cells_BLUEPRINT_2	HSF4
Plasma cells_BLUEPRINT_2	HSPA6
Plasma cells_BLUEPRINT_2	IDE
Plasma cells_BLUEPRINT_2	IRF4
Plasma cells_BLUEPRINT_2	KCNN3
Plasma cells_BLUEPRINT_2	MARS
Plasma cells_BLUEPRINT_2	MGAT2
Plasma cells_BLUEPRINT_2	NEUROG1
Plasma cells_BLUEPRINT_2	NOS2
Plasma cells_BLUEPRINT_2	NPAS1
Plasma cells_BLUEPRINT_2	NPPA
Plasma cells_BLUEPRINT_2	NPPC
Plasma cells_BLUEPRINT_2	PNOC
Plasma cells_BLUEPRINT_2	PRM1
Plasma cells_BLUEPRINT_2	PTPRS
Plasma cells_BLUEPRINT_2	RAB3A
Plasma cells_BLUEPRINT_2	RAD17
Plasma cells_BLUEPRINT_2	RGS1
Plasma cells_BLUEPRINT_2	RGS13
Plasma cells_BLUEPRINT_2	RPN2
Plasma cells_BLUEPRINT_2	CCL25
Plasma cells_BLUEPRINT_2	SLC5A2
Plasma cells_BLUEPRINT_2	SRP54
Plasma cells_BLUEPRINT_2	SSR4
Plasma cells_BLUEPRINT_2	SS18
Plasma cells_BLUEPRINT_2	SYT5
Plasma cells_BLUEPRINT_2	TG
Plasma cells_BLUEPRINT_2	SEC62
Plasma cells_BLUEPRINT_2	TNNT3
Plasma cells_BLUEPRINT_2	HSP90B1
Plasma cells_BLUEPRINT_2	UBE2G1
Plasma cells_BLUEPRINT_2	ZNF133
Plasma cells_BLUEPRINT_2	RNF113A
Plasma cells_BLUEPRINT_2	RNF103
Plasma cells_BLUEPRINT_2	MANF
Plasma cells_BLUEPRINT_2	ITGA8
Plasma cells_BLUEPRINT_2	B4GALT3
Plasma cells_BLUEPRINT_2	MBTPS1
Plasma cells_BLUEPRINT_2	RNGTT
Plasma cells_BLUEPRINT_2	MATN4
Plasma cells_BLUEPRINT_2	EBAG9
Plasma cells_BLUEPRINT_2	HAND2
Plasma cells_BLUEPRINT_2	TBX4
Plasma cells_BLUEPRINT_2	CLINT1
Plasma cells_BLUEPRINT_2	KNTC1
Plasma cells_BLUEPRINT_2	KIAA0125
Plasma cells_BLUEPRINT_2	DMTF1
Plasma cells_BLUEPRINT_2	PREB
Plasma cells_BLUEPRINT_2	SLC35B1
Plasma cells_BLUEPRINT_2	MRPS31
Plasma cells_BLUEPRINT_2	CNKSR1
Plasma cells_BLUEPRINT_2	SEMA6C
Plasma cells_BLUEPRINT_2	PRDX4
Plasma cells_BLUEPRINT_2	LBX1
Plasma cells_BLUEPRINT_2	AVIL
Plasma cells_BLUEPRINT_2	SEC24A
Plasma cells_BLUEPRINT_2	TMED10
Plasma cells_BLUEPRINT_2	ZPBP
Plasma cells_BLUEPRINT_2	WDR45
Plasma cells_BLUEPRINT_2	TREH
Plasma cells_BLUEPRINT_2	FNDC3A
Plasma cells_BLUEPRINT_2	ATF6
Plasma cells_BLUEPRINT_2	MAST1
Plasma cells_BLUEPRINT_2	MAPK8IP3
Plasma cells_BLUEPRINT_2	UBXN4
Plasma cells_BLUEPRINT_2	SCFD1
Plasma cells_BLUEPRINT_2	CUX2
Plasma cells_BLUEPRINT_2	AIPL1
Plasma cells_BLUEPRINT_2	GORASP2
Plasma cells_BLUEPRINT_2	TBL2
Plasma cells_BLUEPRINT_2	DKKL1
Plasma cells_BLUEPRINT_2	NDOR1
Plasma cells_BLUEPRINT_2	SERP1
Plasma cells_BLUEPRINT_2	ARHGEF16
Plasma cells_BLUEPRINT_2	MCTS1
Plasma cells_BLUEPRINT_2	ALG5
Plasma cells_BLUEPRINT_2	GMPPA
Plasma cells_BLUEPRINT_2	SHANK1
Plasma cells_BLUEPRINT_2	CELA2B
Plasma cells_BLUEPRINT_2	YIPF1
Plasma cells_BLUEPRINT_2	LAX1
Plasma cells_BLUEPRINT_2	CCDC40
Plasma cells_BLUEPRINT_2	TMEM39A
Plasma cells_BLUEPRINT_2	UFSP2
Plasma cells_BLUEPRINT_2	CCDC88A
Plasma cells_BLUEPRINT_2	LTB4R2
Plasma cells_BLUEPRINT_2	PRX
Plasma cells_BLUEPRINT_2	SRPRB
Plasma cells_BLUEPRINT_2	PRDM14
Plasma cells_BLUEPRINT_2	MAGEF1
Plasma cells_BLUEPRINT_2	CHST8
Plasma cells_BLUEPRINT_2	PDIA2
Plasma cells_BLUEPRINT_2	SPATS2
Plasma cells_BLUEPRINT_2	MIS12
Plasma cells_BLUEPRINT_2	CCDC121
Plasma cells_BLUEPRINT_2	UBA5
Plasma cells_BLUEPRINT_2	ADM2
Plasma cells_BLUEPRINT_2	CNTD2
Plasma cells_BLUEPRINT_2	CCDC33
Plasma cells_BLUEPRINT_2	TRABD
Plasma cells_BLUEPRINT_2	ZBP1
Plasma cells_BLUEPRINT_2	STMN4
Plasma cells_BLUEPRINT_2	SLCO5A1
Plasma cells_BLUEPRINT_2	GRWD1
Plasma cells_BLUEPRINT_2	USP48
Plasma cells_BLUEPRINT_2	MTDH
Plasma cells_BLUEPRINT_2	IMP4
Plasma cells_BLUEPRINT_2	SIX5
Plasma cells_BLUEPRINT_3	AMPD1
Plasma cells_BLUEPRINT_3	APOA1
Plasma cells_BLUEPRINT_3	APOC3
Plasma cells_BLUEPRINT_3	ARL1
Plasma cells_BLUEPRINT_3	PHOX2A
Plasma cells_BLUEPRINT_3	ARSA
Plasma cells_BLUEPRINT_3	AUP1
Plasma cells_BLUEPRINT_3	TNFRSF17
Plasma cells_BLUEPRINT_3	BMP8B
Plasma cells_BLUEPRINT_3	CA7
Plasma cells_BLUEPRINT_3	CACNA1S
Plasma cells_BLUEPRINT_3	CASP10
Plasma cells_BLUEPRINT_3	CAV1
Plasma cells_BLUEPRINT_3	CCNC
Plasma cells_BLUEPRINT_3	CD19
Plasma cells_BLUEPRINT_3	CD79A
Plasma cells_BLUEPRINT_3	CD79B
Plasma cells_BLUEPRINT_3	CHRNA4
Plasma cells_BLUEPRINT_3	CHRNG
Plasma cells_BLUEPRINT_3	CLCNKB
Plasma cells_BLUEPRINT_3	CRYBA4
Plasma cells_BLUEPRINT_3	CRYBB1
Plasma cells_BLUEPRINT_3	CSHL1
Plasma cells_BLUEPRINT_3	CYBA
Plasma cells_BLUEPRINT_3	CYP11A1
Plasma cells_BLUEPRINT_3	DAD1
Plasma cells_BLUEPRINT_3	DDOST
Plasma cells_BLUEPRINT_3	DNASE1L2
Plasma cells_BLUEPRINT_3	DPAGT1
Plasma cells_BLUEPRINT_3	DRD4
Plasma cells_BLUEPRINT_3	DRD5
Plasma cells_BLUEPRINT_3	FGF6
Plasma cells_BLUEPRINT_3	FKBP2
Plasma cells_BLUEPRINT_3	GH2
Plasma cells_BLUEPRINT_3	GNB3
Plasma cells_BLUEPRINT_3	GOLGB1
Plasma cells_BLUEPRINT_3	GP9
Plasma cells_BLUEPRINT_3	GRIN1
Plasma cells_BLUEPRINT_3	HDLBP
Plasma cells_BLUEPRINT_3	DNAJC4
Plasma cells_BLUEPRINT_3	IGF1
Plasma cells_BLUEPRINT_3	KCNN3
Plasma cells_BLUEPRINT_3	KRT10
Plasma cells_BLUEPRINT_3	CD180
Plasma cells_BLUEPRINT_3	MYL2
Plasma cells_BLUEPRINT_3	NTRK1
Plasma cells_BLUEPRINT_3	P2RY4
Plasma cells_BLUEPRINT_3	PDE6A
Plasma cells_BLUEPRINT_3	PNOC
Plasma cells_BLUEPRINT_3	POMC
Plasma cells_BLUEPRINT_3	POU3F3
Plasma cells_BLUEPRINT_3	PPIB
Plasma cells_BLUEPRINT_3	PTGER1
Plasma cells_BLUEPRINT_3	RAD17
Plasma cells_BLUEPRINT_3	RFX2
Plasma cells_BLUEPRINT_3	RGS13
Plasma cells_BLUEPRINT_3	RPN1
Plasma cells_BLUEPRINT_3	RPN2
Plasma cells_BLUEPRINT_3	SHBG
Plasma cells_BLUEPRINT_3	SLC6A13
Plasma cells_BLUEPRINT_3	SMPD2
Plasma cells_BLUEPRINT_3	SNAPC4
Plasma cells_BLUEPRINT_3	SSR1
Plasma cells_BLUEPRINT_3	SSR4
Plasma cells_BLUEPRINT_3	SURF1
Plasma cells_BLUEPRINT_3	SYT5
Plasma cells_BLUEPRINT_3	T
Plasma cells_BLUEPRINT_3	TERT
Plasma cells_BLUEPRINT_3	LEFTY2
Plasma cells_BLUEPRINT_3	SEC62
Plasma cells_BLUEPRINT_3	TNNT3
Plasma cells_BLUEPRINT_3	TP73
Plasma cells_BLUEPRINT_3	HSP90B1
Plasma cells_BLUEPRINT_3	TSHR
Plasma cells_BLUEPRINT_3	VPREB1
Plasma cells_BLUEPRINT_3	ZNF37A
Plasma cells_BLUEPRINT_3	ZNF133
Plasma cells_BLUEPRINT_3	ZNF142
Plasma cells_BLUEPRINT_3	MANF
Plasma cells_BLUEPRINT_3	ELL
Plasma cells_BLUEPRINT_3	BFSP2
Plasma cells_BLUEPRINT_3	UTF1
Plasma cells_BLUEPRINT_3	ITGA8
Plasma cells_BLUEPRINT_3	B4GALT3
Plasma cells_BLUEPRINT_3	MYH13
Plasma cells_BLUEPRINT_3	PABPC4
Plasma cells_BLUEPRINT_3	FBP2
Plasma cells_BLUEPRINT_3	SLC13A2
Plasma cells_BLUEPRINT_3	KCNQ4
Plasma cells_BLUEPRINT_3	GPR37L1
Plasma cells_BLUEPRINT_3	PICK1
Plasma cells_BLUEPRINT_3	TMEM59
Plasma cells_BLUEPRINT_3	CUL7
Plasma cells_BLUEPRINT_3	KIAA0125
Plasma cells_BLUEPRINT_3	PREB
Plasma cells_BLUEPRINT_3	PDIA6
Plasma cells_BLUEPRINT_3	SLC35B1
Plasma cells_BLUEPRINT_3	TIMM17B
Plasma cells_BLUEPRINT_3	CNKSR1
Plasma cells_BLUEPRINT_3	CNPY2
Plasma cells_BLUEPRINT_3	TM9SF1
Plasma cells_BLUEPRINT_3	PRDX4
Plasma cells_BLUEPRINT_3	LBX1
Plasma cells_BLUEPRINT_3	SEC24A
Plasma cells_BLUEPRINT_3	FTCD
Plasma cells_BLUEPRINT_3	SEC61B
Plasma cells_BLUEPRINT_3	LMAN2
Plasma cells_BLUEPRINT_3	TMED10
Plasma cells_BLUEPRINT_3	KDELR2
Plasma cells_BLUEPRINT_3	WDR45
Plasma cells_BLUEPRINT_3	SEC63
Plasma cells_BLUEPRINT_3	FNDC3A
Plasma cells_BLUEPRINT_3	RALY
Plasma cells_BLUEPRINT_3	MAST1
Plasma cells_BLUEPRINT_3	SIPA1L3
Plasma cells_BLUEPRINT_3	DDN
Plasma cells_BLUEPRINT_3	ABCB9
Plasma cells_BLUEPRINT_3	ISCU
Plasma cells_BLUEPRINT_3	SEC61G
Plasma cells_BLUEPRINT_3	TNFRSF13B
Plasma cells_BLUEPRINT_3	TSSK2
Plasma cells_BLUEPRINT_3	PPIL2
Plasma cells_BLUEPRINT_3	GORASP2
Plasma cells_BLUEPRINT_3	HEYL
Plasma cells_BLUEPRINT_3	TBL2
Plasma cells_BLUEPRINT_3	NDOR1
Plasma cells_BLUEPRINT_3	SERP1
Plasma cells_BLUEPRINT_3	ARHGEF16
Plasma cells_BLUEPRINT_3	SPCS1
Plasma cells_BLUEPRINT_3	SAP30BP
Plasma cells_BLUEPRINT_3	VPREB3
Plasma cells_BLUEPRINT_3	ALG5
Plasma cells_BLUEPRINT_3	GMPPA
Plasma cells_BLUEPRINT_3	SEC61A1
Plasma cells_BLUEPRINT_3	RAX
Plasma cells_BLUEPRINT_3	VSX1
Plasma cells_BLUEPRINT_3	SLC35C2
Plasma cells_BLUEPRINT_3	THAP4
Plasma cells_BLUEPRINT_3	IFT52
Plasma cells_BLUEPRINT_3	ERGIC3
Plasma cells_BLUEPRINT_3	YIPF1
Plasma cells_BLUEPRINT_3	TMED9
Plasma cells_BLUEPRINT_3	DEF8
Plasma cells_BLUEPRINT_3	RASIP1
Plasma cells_BLUEPRINT_3	ZDHHC4
Plasma cells_BLUEPRINT_3	C19orf73
Plasma cells_BLUEPRINT_3	UFSP2
Plasma cells_BLUEPRINT_3	GPRC5D
Plasma cells_BLUEPRINT_3	NGLY1
Plasma cells_BLUEPRINT_3	GLT8D1
Plasma cells_BLUEPRINT_3	PCDHA5
Plasma cells_BLUEPRINT_3	IRGC
Plasma cells_BLUEPRINT_3	LTB4R2
Plasma cells_BLUEPRINT_3	UGGT1
Plasma cells_BLUEPRINT_3	SRPRB
Plasma cells_BLUEPRINT_3	MYL7
Plasma cells_BLUEPRINT_3	MAGEF1
Plasma cells_BLUEPRINT_3	ACBD3
Plasma cells_BLUEPRINT_3	KLC2
Plasma cells_BLUEPRINT_3	SPATS2
Plasma cells_BLUEPRINT_3	YIPF2
Plasma cells_BLUEPRINT_3	FCRL2
Plasma cells_BLUEPRINT_3	OGFOD2
Plasma cells_BLUEPRINT_3	LMAN1L
Plasma cells_BLUEPRINT_3	ALG9
Plasma cells_BLUEPRINT_3	CSPP1
Plasma cells_BLUEPRINT_3	UBA5
Plasma cells_BLUEPRINT_3	DOK3
Plasma cells_BLUEPRINT_3	CNTD2
Plasma cells_BLUEPRINT_3	C6orf25
Plasma cells_BLUEPRINT_3	CEACAM21
Plasma cells_BLUEPRINT_3	MTDH
Plasma cells_BLUEPRINT_3	SLC38A10
Plasma cells_BLUEPRINT_3	SIX5
Plasma cells_BLUEPRINT_3	R3HCC1
Plasma cells_BLUEPRINT_3	MIA3
Plasma cells_BLUEPRINT_3	RNF208
Plasma cells_HPCA_1	TNFRSF17
Plasma cells_HPCA_1	CD79A
Plasma cells_HPCA_1	GABRR2
Plasma cells_HPCA_1	GPLD1
Plasma cells_HPCA_1	KCNN3
Plasma cells_HPCA_1	NPAS1
Plasma cells_HPCA_1	PNOC
Plasma cells_HPCA_1	RGS13
Plasma cells_HPCA_1	CCL25
Plasma cells_HPCA_1	SLC5A2
Plasma cells_HPCA_1	SSR4
Plasma cells_HPCA_1	TP73
Plasma cells_HPCA_1	TSHR
Plasma cells_HPCA_1	PREB
Plasma cells_HPCA_1	CNKSR1
Plasma cells_HPCA_1	KLF15
Plasma cells_HPCA_1	VPREB3
Plasma cells_HPCA_1	TMEM39A
Plasma cells_HPCA_1	FN3K
Plasma cells_HPCA_1	UBA5
Plasma cells_HPCA_1	ADM2
Plasma cells_HPCA_1	ZBP1
Plasma cells_HPCA_2	TNFRSF17
Plasma cells_HPCA_2	BMP8B
Plasma cells_HPCA_2	C21orf2
Plasma cells_HPCA_2	CD27
Plasma cells_HPCA_2	CD79A
Plasma cells_HPCA_2	CNR1
Plasma cells_HPCA_2	FKBP2
Plasma cells_HPCA_2	GABRR2
Plasma cells_HPCA_2	GPLD1
Plasma cells_HPCA_2	HSF4
Plasma cells_HPCA_2	KCNN3
Plasma cells_HPCA_2	NPAS1
Plasma cells_HPCA_2	PNOC
Plasma cells_HPCA_2	RGS13
Plasma cells_HPCA_2	CCL25
Plasma cells_HPCA_2	SLC5A2
Plasma cells_HPCA_2	SSR4
Plasma cells_HPCA_2	TCF3
Plasma cells_HPCA_2	TP73
Plasma cells_HPCA_2	HSP90B1
Plasma cells_HPCA_2	TSHR
Plasma cells_HPCA_2	WNT1
Plasma cells_HPCA_2	PREB
Plasma cells_HPCA_2	CNKSR1
Plasma cells_HPCA_2	SERP1
Plasma cells_HPCA_2	KLF15
Plasma cells_HPCA_2	VPREB3
Plasma cells_HPCA_2	HOOK2
Plasma cells_HPCA_2	SEC61A1
Plasma cells_HPCA_2	TMEM39A
Plasma cells_HPCA_2	FN3K
Plasma cells_HPCA_2	C16orf58
Plasma cells_HPCA_2	SPATS2
Plasma cells_HPCA_2	ACBD4
Plasma cells_HPCA_2	UBA5
Plasma cells_HPCA_2	ADM2
Plasma cells_HPCA_2	ZBP1
Plasma cells_HPCA_2	SIX5
Plasma cells_HPCA_3	TNFRSF17
Plasma cells_HPCA_3	CD79A
Plasma cells_HPCA_3	GABRR2
Plasma cells_HPCA_3	GPLD1
Plasma cells_HPCA_3	KCNN3
Plasma cells_HPCA_3	NPAS1
Plasma cells_HPCA_3	PNOC
Plasma cells_HPCA_3	RGS13
Plasma cells_HPCA_3	CCL25
Plasma cells_HPCA_3	SLC5A2
Plasma cells_HPCA_3	SSR4
Plasma cells_HPCA_3	TP73
Plasma cells_HPCA_3	CNKSR1
Plasma cells_HPCA_3	KLF15
Plasma cells_HPCA_3	VPREB3
Plasma cells_HPCA_3	ADM2
Plasma cells_HPCA_3	ZBP1
Plasma cells_IRIS_1	AMPD1
Plasma cells_IRIS_1	TNFRSF17
Plasma cells_IRIS_1	KCNN3
Plasma cells_IRIS_1	PNOC
Plasma cells_IRIS_1	RGS13
Plasma cells_IRIS_1	SSR4
Plasma cells_IRIS_1	RNGTT
Plasma cells_IRIS_1	SEC24A
Plasma cells_IRIS_1	ZBP1
Plasma cells_IRIS_2	AMPD1
Plasma cells_IRIS_2	TNFRSF17
Plasma cells_IRIS_2	CCNC
Plasma cells_IRIS_2	CD79A
Plasma cells_IRIS_2	FKBP2
Plasma cells_IRIS_2	GOLGA3
Plasma cells_IRIS_2	HSF4
Plasma cells_IRIS_2	KCNN3
Plasma cells_IRIS_2	MGAT2
Plasma cells_IRIS_2	PNOC
Plasma cells_IRIS_2	RGS13
Plasma cells_IRIS_2	SRP54
Plasma cells_IRIS_2	SSR4
Plasma cells_IRIS_2	HSP90B1
Plasma cells_IRIS_2	UBE2G1
Plasma cells_IRIS_2	RNF113A
Plasma cells_IRIS_2	MANF
Plasma cells_IRIS_2	RNGTT
Plasma cells_IRIS_2	EBAG9
Plasma cells_IRIS_2	PREB
Plasma cells_IRIS_2	MRPS31
Plasma cells_IRIS_2	SEC24A
Plasma cells_IRIS_2	FNDC3A
Plasma cells_IRIS_2	ATF6
Plasma cells_IRIS_2	MAST1
Plasma cells_IRIS_2	UBXN4
Plasma cells_IRIS_2	TBL2
Plasma cells_IRIS_2	SERP1
Plasma cells_IRIS_2	ALG5
Plasma cells_IRIS_2	GMPPA
Plasma cells_IRIS_2	YIPF1
Plasma cells_IRIS_2	LAX1
Plasma cells_IRIS_2	TMEM39A
Plasma cells_IRIS_2	LTB4R2
Plasma cells_IRIS_2	SPATS2
Plasma cells_IRIS_2	UBA5
Plasma cells_IRIS_2	ADM2
Plasma cells_IRIS_2	ZBP1
Plasma cells_IRIS_2	USP48
Plasma cells_IRIS_2	MTDH
Plasma cells_IRIS_2	IMP4
Plasma cells_IRIS_3	AMPD1
Plasma cells_IRIS_3	TNFRSF17
Plasma cells_IRIS_3	CCNC
Plasma cells_IRIS_3	CD79A
Plasma cells_IRIS_3	FKBP2
Plasma cells_IRIS_3	KCNN3
Plasma cells_IRIS_3	PNOC
Plasma cells_IRIS_3	RGS13
Plasma cells_IRIS_3	SSR4
Plasma cells_IRIS_3	TSHR
Plasma cells_IRIS_3	UBE2G1
Plasma cells_IRIS_3	RNGTT
Plasma cells_IRIS_3	PREB
Plasma cells_IRIS_3	SEC24A
Plasma cells_IRIS_3	TMEM39A
Plasma cells_IRIS_3	SPATS2
Plasma cells_IRIS_3	UBA5
Plasma cells_IRIS_3	ZBP1
Plasma cells_IRIS_3	MTDH
Platelets_HPCA_1	ADCY8
Platelets_HPCA_1	ALOX12
Platelets_HPCA_1	APOA1
Platelets_HPCA_1	ARHGAP6
Platelets_HPCA_1	AVPR1A
Platelets_HPCA_1	BMP8B
Platelets_HPCA_1	BNIP2
Platelets_HPCA_1	CASQ1
Platelets_HPCA_1	CETP
Platelets_HPCA_1	COL10A1
Platelets_HPCA_1	GNAS
Platelets_HPCA_1	GNB3
Platelets_HPCA_1	GP1BA
Platelets_HPCA_1	GP5
Platelets_HPCA_1	GPR3
Platelets_HPCA_1	GPR17
Platelets_HPCA_1	LPAR4
Platelets_HPCA_1	HPCA
Platelets_HPCA_1	HSD17B3
Platelets_HPCA_1	IL5
Platelets_HPCA_1	ITGA2B
Platelets_HPCA_1	KIF2A
Platelets_HPCA_1	LCN1
Platelets_HPCA_1	LIMS1
Platelets_HPCA_1	SMAD2
Platelets_HPCA_1	MAN2A2
Platelets_HPCA_1	MAX
Platelets_HPCA_1	MEA1
Platelets_HPCA_1	RAB8A
Platelets_HPCA_1	CIITA
Platelets_HPCA_1	MPL
Platelets_HPCA_1	MUC6
Platelets_HPCA_1	NPPA
Platelets_HPCA_1	SIX6
Platelets_HPCA_1	PDE6A
Platelets_HPCA_1	PDE6H
Platelets_HPCA_1	PF4V1
Platelets_HPCA_1	PHKB
Platelets_HPCA_1	PITX3
Platelets_HPCA_1	PLXNB3
Platelets_HPCA_1	PPM1A
Platelets_HPCA_1	PPY
Platelets_HPCA_1	PRKCG
Platelets_HPCA_1	PTPRA
Platelets_HPCA_1	RNF2
Platelets_HPCA_1	RPA1
Platelets_HPCA_1	SELP
Platelets_HPCA_1	SLC6A4
Platelets_HPCA_1	NEK4
Platelets_HPCA_1	TACR2
Platelets_HPCA_1	TAL1
Platelets_HPCA_1	TG
Platelets_HPCA_1	TNNC2
Platelets_HPCA_1	CRISP2
Platelets_HPCA_1	VCL
Platelets_HPCA_1	VDAC3
Platelets_HPCA_1	XPNPEP1
Platelets_HPCA_1	ZNF37A
Platelets_HPCA_1	ZNF214
Platelets_HPCA_1	ST7
Platelets_HPCA_1	NCOA4
Platelets_HPCA_1	CDK2AP1
Platelets_HPCA_1	HIST1H2BO
Platelets_HPCA_1	SNX3
Platelets_HPCA_1	MYOM1
Platelets_HPCA_1	KSR1
Platelets_HPCA_1	ASAP2
Platelets_HPCA_1	ENDOU
Platelets_HPCA_1	RNF8
Platelets_HPCA_1	CHD1L
Platelets_HPCA_1	RGS6
Platelets_HPCA_1	SEC14L5
Platelets_HPCA_1	SNPH
Platelets_HPCA_1	TLK1
Platelets_HPCA_1	TECPR2
Platelets_HPCA_1	RNF10
Platelets_HPCA_1	TRIM10
Platelets_HPCA_1	HTATIP2
Platelets_HPCA_1	AKAP3
Platelets_HPCA_1	LEFTY1
Platelets_HPCA_1	IGF2BP3
Platelets_HPCA_1	CD160
Platelets_HPCA_1	PARK7
Platelets_HPCA_1	ACSBG1
Platelets_HPCA_1	ARHGEF12
Platelets_HPCA_1	TMEM50A
Platelets_HPCA_1	FBXO9
Platelets_HPCA_1	RNF11
Platelets_HPCA_1	DNAI1
Platelets_HPCA_1	MLH3
Platelets_HPCA_1	EIF2AK1
Platelets_HPCA_1	MORC1
Platelets_HPCA_1	LSM1
Platelets_HPCA_1	RABGEF1
Platelets_HPCA_1	RAX
Platelets_HPCA_1	KLK14
Platelets_HPCA_1	DERA
Platelets_HPCA_1	PHF20L1
Platelets_HPCA_1	RDH11
Platelets_HPCA_1	GP6
Platelets_HPCA_1	CLEC1B
Platelets_HPCA_1	TAOK3
Platelets_HPCA_1	BIN2
