NAME	MMS AN non-treated	MMS AO Non-treated	MMS AP Non-treated	MMS AR non-irradiated	MMS BA Non- treated  4x44K	MMS BB Non- treated 4x44K	MMS BC1 4x44K (w/o ORGANOIDS digestion)	MMS BE (without organoids)	MMS BF (without organoids)	MMS BL*	MMS E 08/05-08/19	MMS H1 Intact	MMS X Intact Exp1	MMS Z
subtype	not	not	not	not	not	not	CL	CL	not	not	CL	CL	CL	CL
26009	0.6425	-0.2475	-0.5575	-0.7745	-0.0335	1.2395	0.9575	0.7645	0.4295	1.1535	-1.6275	0.1375	0.8585	-0.0375
26010	1.9035	1.4375	1.6435	0.5335	1.5635	1.6165	0.5025	0.9555	1.1425	0.8525	0.5425	1.5165	1.4705	1.0405
26011	0.733683333	0.5306	0.444266667	0.402516667	0.20675	0.2222	-1.07765	-0.56365	0.1257	0.51765	0.636433333	0.51435	0.41735	1.33835
26012	0.1375	-0.1365	-0.356	-0.668	-0.5405	-0.702	-0.379	0.177	-0.1955	-1.2335	0.983	0.406	0.483	1.2505
26013	-0.224	-0.458	-0.863	-0.024277778	0.046	0.267	0.068	0.039	-0.235	-0.145	-1.003	-0.551	-0.718	-0.637
26015	0.267	0.316	0.467	0.937	-0.389	-0.578	0.006	-0.63	-0.33	0.083	-0.118	-0.182	-0.092	-0.461
26017	0.695	0.539	0.543	0.134	-0.075	0.117	-0.01	0.256	0.373	0.015	0.573	0.586	0.211	1.138
26018	-1.344	-1.612	-1.814	-1.687	-1.417	-0.857	-0.707	-0.237	0.403	-0.627	-0.761	0.123	-1.179	-1.196
26019	0.1045	0.1335	-5.00E-04	-0.3815	-0.1285	-0.4505	-0.4615	-0.2085	0.1755	-0.4325	-0.2905	0.2725	0.0925	-0.8765
26020	0.4805	0.4109	0.3429	1.1395	0.6065	0.5785	0.2355	1.3265	1.0965	1.1745	0.1379	0.5835	1.0245	0.8425
