NAME	MMS AN non-treated	MMS AO Non-treated	MMS AP Non-treated	MMS AR non-irradiated	MMS BA Non- treated  4x44K	MMS BB Non- treated 4x44K	MMS BC1 4x44K (w/o ORGANOIDS digestion)	MMS BE (without organoids)	MMS BF (without organoids)	MMS BL*	MMS E 08/05-08/19	MMS H1 Intact	MMS X Intact Exp1	MMS Z
subtype	not	not	not	not	not	not	CL	CL	not	not	CL	CL	CL	CL
57178	0.997	0.128	0.618	-0.576	-0.026	-0.055	-0.157	-0.037	-0.099	0.474	-1.975	-0.577	0.82	-0.765
5718	0.1635	-0.3865	-0.3405	-0.0995	0.1005	0.5155	-0.0045	-0.4495	-0.0795	0.2655	-1.2405	0.2355	0.269	-0.9915
57180	1.423	-0.339	-0.222	0.125	0.025	0.525	0.075	0.035	-0.215	-0.465	-0.646	-0.095	-0.054	-0.273
57181	1.2735	-0.6655	-0.7295	-1.0295	-0.4785	0.5175	0.1805	0.0915	0.1785	0.3375	-1.2035	0.9535	0.9505	-0.8905
57182	-0.393	0.5122	0.5276	0.82	0.94	0.03	-0.41	0.53	0.54	-0.55	1.6552	-1.19	-0.846	0.108
57185	0.5145	-0.2545	-0.1585	-0.2825	0.6095	-0.2575	-0.2865	-0.5995	0.0255	-0.0635	0.1775	-0.2015	-0.5385	-0.4455
57188	-0.575677083	-0.475677083	-0.062677083	0.619072917	-0.627177083	-0.608677083	-0.611177083	-0.947677083	-0.611177083	2.217322917	1.695322917	-0.744677083	-0.592677083	-0.060177083
5719	0.5105	0.1635	0.3175	-0.3995	0.6485	-0.4685	-0.1585	0.2245	0.5465	-0.1365	0.3135	0.0525	0.0535	1.2655
57191	-0.2595	0.3745	0.0835	0.4455	-0.1855	-0.541611111	-2.7895	-0.136388889	-0.5695	-0.376166667	0.5145	0.3135	0.2345	1.1465
57192	0.557	-0.428	-0.25	-0.827	-0.36	0.049	0.135	0.792	0.815	0.415	0.708	0.804	0.048	1.41
57194	0.0875	-0.0665	0.1225	0.421611111	0.0585	-0.2385	-0.2455	0.0265	-0.0015	-0.4535	0.1555	0.0145	0.4675	0.2255
57198	0.8295	0.824166667	0.740166667	1.7695	1.0525	0.3605	1.9535	2.0565	1.0675	1.1175	1.6455	1.4095	1.6795	0.5805
572	-0.1025	0.2015	0.3385	0.5725	0.2855	0.0315	0.2825	0.4825	-0.1545	-0.3215	0.9745	0.4715	0.0915	1.2155
5720	-0.222	-0.565	-0.536	-0.329	-0.377	-0.507	-0.291	-0.506	-0.466	-0.376	0.266	-0.691	-0.222	0.026
57205	1.1225	0.6305	0.9305	0.0755	2.0075	1.7495	1.4435	1.1405	1.7505	1.8595	-1.5355	0.8505	1.6195	-0.4245
57209	0.369525	-0.598475	-0.705475	-0.812475	-0.575475	0.782525	0.603525	0.481525	0.564525	0.595525	-0.289475	0.403525	0.268525	-0.060475
5721	-0.012	0.139	0.151	-0.175	-0.267	-0.572	-0.121	-0.3	-0.132	-0.228	0.762	0.047	0.066	0.162
57211	-0.604	-0.605	-0.39	1.266	-0.228	-0.36	0.037	-0.445	-0.164	-1.26	0.627	-0.391	-0.029	-2.212
57217	0.456375	0.248875	0.3096875	-0.6075	-0.5315	0.1085	-1.4025	-0.0865	-0.5375	-0.7435	0.693875	0.7155	0.1915	0.4375
57223	-0.1295	-0.9885	-0.8915	-0.8835	-0.7245	-0.3785	-0.3505	-0.5875	-0.2295	-0.0985	-1.0685	-0.7695	-0.7575	-1.8965
57226	0.344166667	-0.117166667	-0.0965	-0.007	-0.118	0.814	1.272	1.367	1.215	0.507	0.333833333	0.764	-0.046	1.301
57228	0.636	0.281	0.329	0.208	0.155	0.409	-0.015	-0.368	0.273	-0.273	0.549	0.401	0.514	0.316
5723	0.07685	0.75985	2.38185	1.81085	0.95085	1.19085	0.35085	0.17085	0.53085	-0.13915	1.86585	1.49085	-0.21915	-1.29915
57231	0.4805	-0.3835	-0.4465	-1.7215	-0.0845	0.3985	0.1995	0.0725	-0.0495	0.4405	-0.9265	-0.1785	0.3985	-0.6505
5724	-0.78	-0.874	-0.909	0.167	-0.708	-0.78	-0.942	-0.49	-0.989	-0.683	0.076	-0.944	-0.999	-1.178
5725	0.511388889	0.138944444	0.090055556	-0.2925	0.0915	-2.3175	-0.6825	-0.5135	-0.6615	-0.5655	0.951833333	0.4315	0.5705	0.6395
5727	-0.0040625	-0.0883125	-0.4143125	0.6846875	-0.0733125	-0.0703125	0.0246875	0.0466875	-0.1493125	-2.9003125	0.0341875	-0.5513125	0.0176875	0.2016875
5728	1.1355	0.5625	0.4135	0.4215	0.4215	0.8215	0.7615	0.7415	0.7615	0.7115	-0.5995	0.8715	0.6255	-0.1245
57282	-0.205666667	0.239666667	0.331666667	0.501	-1.157	-0.798	0.88	-1.351	0.683	0.086	0.337333333	-0.209	1.086	-0.844
573	0	0	-0.111	0.221	-0.079	-0.209	0.231	0.091	0.511	0.241	-0.394	0.061	0.095	-0.075
5730	0.723	1.685	0.377	3.554	0.979	1.5	2.175	1.542	2.412	2.167	2.36	2.096	2.081	1.518
5731	-0.0655	-0.2165	-0.2115	0.6085	-0.074666667	0.3285	0.6555	-0.0115	-0.02515	-0.11465	1.1705	-0.0325	-0.3165	-0.4205
5732	-0.6985	0.2195	-0.3175	0.4028	-0.1225	-0.0245	0.8495	0.9715	-0.1105	1.8345	-0.8805	-0.1555	0.7475	0.5465
57326	-0.078285714	-0.150285714	-0.086666667	0.4702	-0.501	-0.096	-0.175	0.123	-0.008	0.33	-0.053333333	0.623	-0.003	1.989
5733	-0.577321429	-0.785321429	-1.335321429	-0.466721429	-1.063321429	-0.931321429	-0.612821429	-0.573321429	-1.069321429	-1.318821429	-0.766321429	-0.712821429	-0.197821429	0.006678571
57332	0.001	0.052	-0.092	0.82	-1.049	-0.653	-0.449	0.17	-0.181	-0.327	0.342	-0.101	0.117	0.297
57333	1.0605	1.9025	1.3215	0.3505	3.4085	1.8995	1.4561	2.8325	2.9045	3.2925	3.2575	2.5275	0.2845	2.5385
57335	1.0485	0.2825	0.6535	1.7325	0.3005	0.4725	0.3905	0.3325	0.22025	0.4375	0.2605	0.9725	0.4115	5.00E-04
57336	-0.10615625	0.12484375	0.18484375	0.76284375	-0.141322917	-0.009584821	-4.83315625	-0.23615625	0.00115625	-0.75571875	0.53384375	0.68684375	0.50784375	0.53684375
57337	0.1315	-1.5655	-0.9495	-0.861888889	-0.4545	0.0565	0.3255	0.1495	0.0785	-0.5285	-1.3165	-0.3085	0.2705	-1.4925
5734	-1.6435	-2.0035	-2.4735	-2.5305	-1.2155	-1.0005	-0.0655	0.8555	0.4185	0.6125	-1.7385	0.1315	0.1785	-1.3045
57343	-0.404375	-0.5495	-0.534375	0.3885	-0.1465	0.0885	-0.2255	-0.5195	-0.5065	-0.2685	-1.224375	-0.5585	-0.0775	-1.6945
57348	3.1275	0.8425	1.6315	2.6505	1.7205	1.5005	-0.6495	-1.2095	0.2705	0.3705	-0.3665	-0.4195	-0.7995	-1.9565
57369	-0.247833333	-0.0285	-0.0015	0.8135	-0.2065	0.7605	0.0065	0.6945	0.4315	-0.1495	-0.0975	0.0605	-1.2455	1.3295
5737	0.142	0.193	-0.544	0.29	0.104	0.133	0.74	1.788	0.135	2.774	0.329	1.18	2.401	2.602
57379	0.066333333	0.361166667	0.099166667	0.272	-0.127	0.105	0.331	0.115	0.029	-0.429	0.142166667	-0.01	0.275	-0.149
5738	0.965	1.255	1.425	1.813	1.455	1.855	-0.148	0.758	1.88	2.295	0.835	1.976	0.33	0.538
57380	-0.679	-0.246	-0.667	-0.875	-0.588	-0.531	-0.381	-0.454	-0.162	-0.259	-1.676	-0.753	-0.275	-1.499
5739	-0.1098	0.4465	0.3194	0.637	0.19	-0.4	0.044	0.253	0.62	-0.196	0.4153	0.46	-0.448	0.195
57393	0.513	1.326	1.192	3.028	0.476	1.245	0.28	-0.05	0.051	1.214	-1.176	-0.421	-0.378	-0.933
57396	0.4725	-0.9345	-0.6965	-1.5735	-0.3275	1.2615	1.2905	0.9905	0.4505	1.2975	-0.7865	0.1235	0.7385	0.4465
574	-0.228	0.386	0.310285714	-0.323	0.008	-1.791	-0.171	-0.99	-1.09	-0.713	0.658857143	-0.349	-0.328	1.205
5740	-0.065	0.014	-0.358	0.038	0.38	0.207	0.808	-0.259	0.201	0.847	0.463	0.938	0.671	0.664
57402	0.0845	-1.3715	-0.3885	-0.3555	0.1945	-0.1155	-3.1455	-4.7755	0.2345	-0.8155	-3.5965	-2.8255	-5.0855	-3.8885
57403	0.403	0.456	0.521	-0.547	0.647	0.768	0.868	0.749	1.283	0.885	-0.17	0.954	0.776	0.5
57404	0.179625	-0.171375	-0.037375	0.3055	-0.0455	-0.2075	0.2465	0.4785	-0.2575	0.1115	-0.076375	-0.2165	0.1145	-0.1845
57405	-2.0605	-1.2115	-1.4655	-0.6665	-1.0125	-2.6115	-3.8555	-2.3055	-1.6663	-2.3305	-1.8225	-1.1725	-2.5455	-2.3165
57406	0.727	0.819	1.214	0.506	1.216	0.736	0.866	0.626	0.906	0.566	0.734	0.656	0.319	0.648
57407	-0.6205	-0.3325	-0.2815	-0.7855	-0.6375	-0.9535	-0.2765	-0.5155	-0.4025	-1.2015	0.9305	0.0105	-0.2145	1.1455
57408	0.2444	-0.1706	-0.0706	0.3019	0.4344	0.1777	0.4904	-0.5936	-0.0991	0.0444	-0.0346	-0.0556	0.1314	-0.1036
57409	-0.0885	0.051	0.0475	-0.1315	-0.8205	-0.5995	-0.4785	-0.4325	-0.7115	-1.1175	-0.347	-0.5685	0.0365	-0.7815
57410	0.534875	-0.115625	-0.187125	0.6905	-0.0815	-0.3735	-0.2645	0.5685	0.3075	-0.4155	0.958625	1.3215	-0.1885	2.0205
57412	0.037	0.155	0.456	0.059333333	0.352	-0.15345	-0.341	-0.182222222	-0.59	-0.0933	-0.99	-0.304	-0.088	-0.786
57414	0.243	-0.365	0.285	0.328	0.16	0.036	0.236	0.346	0.1	0.048	1.159	0.72	0.069	0.892
57415	-0.9425	-0.2105	-0.3915	-1.1015	-0.1875	0.7265	0.4725	0.6655	0.2685	0.3475	-1.4425	-0.5205	-0.7105	-0.6505
57418	0.0205	-0.0095	0.5895	0.6265	0.8565	-0.2385	-0.3585	-0.2015	-0.0635	-0.6695	1.0175	1.0475	-0.3555	1.2605
57419	-0.476	-0.502	-0.062	0.313	0.023	-0.297	-1.137	-2.287	-1.137	0.163	-1.087	-1.567	-2.462	-1.622
5742	-1.688	-0.326	-1.01	-1.827	-0.708	-1.232	-0.398	-0.679	-0.565	1.247	-1.419	-1.182	-1.208	-0.781
5743	0.297125	0.297875	0.427	0.177	-0.046	0.147	0.265	0.047	0.437	1.696	-0.007	-0.637	-0.342	-0.817
5744	1.823	1.762	1.494	0.96	2.47	2.13	0.03	-0.17	3.63	2.26	-0.292	0.16	0.053	-1.148
57446	0.056944444	-0.1355	-0.054722222	0.2115	0.8015	0.1935	0.5895	0.2435	0.4455	0.7055	0.22675	0.6595	0.3335	0.9065
57447	1.404	0.145	-0.463	1.596	-0.234	0.366	-0.384	-1.144	-0.224	0.526	0.097	-0.514	-1.535	-0.41
57448	0.268714286	-0.298857143	-0.188285714	-0.482	0.187	-0.389	-0.489	-0.969	-0.294	-0.749	-0.407428571	0.02	-0.32	-1.47
57449	0.9845	0.3665	0.7765	0.9215	1.3535	0.7815	-0.5915	-0.4065	-0.2485	0.8585	0.2215	-0.5625	-0.8795	0.1605
5745	0.884666667	1.520333333	1.275333333	1.587	1.801	1.818	2.979	1.988	1.469	1.813	2.274333333	2.221	2.968	3.35
57453	-0.104	-0.038	0.19	0.638333333	-0.044142857	0.371	0.683	0.39	-0.092	-0.043	0.097333333	-0.015	0.129	-0.42
57456	-0.09115	-0.22115	-0.227983333	0.59805	-2.26415	-1.03815	0.26185	0.32485	-0.52415	-0.276038889	-0.017316667	0.26185	0.21885	2.22185
57458	0.353	-0.396	-0.532	0.193	-0.508	-0.336	-0.344	-0.389	-0.472	-0.617	0.231928571	-0.247	-0.117	0.302
57459	0.007	0.000666667	0.075333333	0.135333333	-0.492666667	-0.356666667	-0.418666667	-0.400666667	-0.409666667	-1.222666667	-0.144666667	-0.661666667	-0.375666667	-0.154666667
5746	-0.149294643	0.050133929	-0.0446375	0.682229167	-0.1348125	-0.085151786	-0.050104167	-0.3234375	-0.1097375	-0.010294643	-0.2534375	0.7215625	-0.3644375	3.2955625
57460	0.6355	0.3435	0.0845	1.7465	0.1135	0.1985	0.1345	-0.7285	-0.2815	0.1225	0.1275	-0.1515	-0.1655	-1.1605
57461	-0.24175	-0.46475	-0.48525	-0.51275	-0.52975	-0.45375	-0.50275	-1.41475	-0.19425	-0.87425	0.61325	-0.31775	-0.12425	0.58325
57463	0.2165	0.1745	0.7075	0.443071429	0.1645	0.0365	0.0485	0.0295	-0.0255	0.093833333	-0.4305	0.1645	0.3725	0.2405
57466	-0.1375	-0.1015	0.1745	0.8845	0.0545	-3.0495	-1.4565	0.2485	-0.7185	-0.6325	0.7235	-0.1715	-0.2695	1.1805
57467	0.0345	0.076166667	0.189333333	0.0855	-2.963	-1.886	-0.307	0.876	1.091	-0.954	0.354	0.038	-0.992	-0.837
57468	-0.177666667	0.478	0.416666667	0.971	0.003	-0.111	-0.229	-0.02	-0.419	0.634	0.359666667	-0.326	-0.093	-0.223
5747	-0.4005	-0.0215	0.0495	-0.4575	0.5825	-0.4475	-0.4175	-1.0375	-0.6975	-0.0875	-1.9565	-0.6975	-0.4155	-0.4915
57470	0.226	0.559	0.458	-0.138	0.401	-0.247	-0.006	-0.246	-0.149	0.29	0.46	0.39	-0.111	0.615
57471	0.274125	0.163125	-0.161875	-1.525875	0.201125	0.114125	0.271125	-0.161875	-0.290875	-0.253875	0.051125	-0.297875	-0.076875	-0.364875
57472	0.7185	-0.6335	-0.4095	-0.477	0.104	0.067	-1.02	-0.7485	-0.3835	-0.015	-1.0975	-0.5115	-0.3895	-1.152
57473	-0.026	-0.499	-0.403	-0.176	-0.116	-0.756	-0.576	-0.626	-1.136	-0.626	0.394	-0.016	-0.134	1.26
57474	0.102666667	-0.1125	-0.042309524	0.228166667	0.481166667	-0.917833333	-0.591833333	-0.814833333	-0.705833333	-0.361833333	-0.484	-0.263833333	-0.916833333	-2.058833333
57475	-0.0586	0.3614	0.1062	0.616	-0.821	-1.834	-3.599	-4.631	-2.668	-0.013285714	-0.276666667	0.175	-0.199	-0.236
57476	-0.0807	0.1283	0.0257	0.7445	0.2785	0.0495	0.1225	0.2385	-0.4845	0.1315	0.2963	1.0725	0.5535	-0.6845
57477	-0.21025	-0.32175	-0.09725	-1.23875	-0.13275	-0.17275	0.16825	-0.09275	0.01525	-0.10375	-0.01775	-0.03275	0.19625	0.99825
57478	0.871	1.123	1.488	1.93	1.2	0.81	-0.13	-0.5	0.2	0.53	0.045	0.41	-0.177	0.013
57479	-0.068	-0.42	-0.22	0.865	-0.574	-0.3	-0.358	-0.146	-0.476	-0.151	-0.29	-0.617	-0.093	-0.69
57486	0.364125	0.490625	0.4295	0.46	-0.19	-0.19	0.03	0.1	0.08	-0.05	0.03925	-0.4	-0.231	-1.104
57488	0.6355	0.2205	0.1365	0.3305	0.9715	-0.2315	-0.2305	0.1915	0.3805	0.1745	-0.8975	-0.0415	0.5675	-0.3215
57492	-0.23625	0.08825	-0.06375	1.06425	0.64225	-0.05275	-0.32975	-0.27975	-0.67775	-0.18275	0.18325	0.13925	0.06425	-0.28075
57493	0.713071429	0.663071429	0.705785714	0.2315	0.7155	-0.5855	0.1615	0.4725	0.1855	-0.1155	1.370928571	0.9555	0.4485	2.6135
57496	0.415	-0.863	-0.752	-0.517	-1.204	0.111	0.666	-0.334	0.007	0.387	-1.16	-0.171	-0.308	-0.998
57497	0.168166667	0.0625	0.06	0.3624375	-0.5395	-0.8415	-0.4755	-0.4535	-0.2805	-0.5535	0.054166667	-0.1935	-0.0575	-0.6425
57498	0.1245	-0.1055	-0.1895	-0.0015	0.1395	-0.6345	-0.8165	0.2995	-0.0295	-0.6905	0.6215	-0.1725	-0.0135	1.3885
575	0.977	0.775	1.054	0.072	-1.471	0.796	0.4185	-0.666	0.918	0.2385	0.305	0.3205	0.1955	0.586
57504	-0.275	-0.134	-0.107	-0.851	-0.191	-0.551	-0.331	-0.431	-0.421	-0.461	-0.599	-0.061	-0.595	-0.671
57506	-1.108	-0.463	-0.116	0.486	-0.54	-1.684	-1.234	-1.047	-0.752	-1.533	0.788	-1.669	-0.92	-0.367
57507	1.4955	-0.1765	-0.1985	0.7315	0.6165	0.3645	0.0235	0.1215	0.2525	0.4995	-0.8245	-0.1385	0.4325	-0.7375
57509	-1.0027	0.1227	-0.0033	2.9625	0.7645	0.7485	0.1145	2.0015	1.3855	0.7555	1.5257	-0.5675	-0.6565	0.5675
57510	0.1855	-0.4625	-0.3855	-0.9835	0.2765	0.0135	-0.5025	-0.1005	-0.4205	0.0715	-0.6825	-0.0865	0.1535	-0.3455
57511	-0.218	0.484	0.488	0.556	0.76	0.575	0.51	0.151	0.321	0.883	-0.082	0.111	-0.001	-0.066
57513	-0.4946	0.0636	0.2234	1.168	-0.038	-0.284	-0.332	-0.688	-0.196	-0.258	0.2274	-1.035	-0.517	-0.678
57515	0.0019	-0.2583	-0.2159	-0.1039	0.0061	-0.2099	0.1021	-0.1149	0.2211	-0.0539	0.6381	-0.7349	-0.3219	-0.1509
57520	0.1315	0.0675	0.5415	-1.475833333	-0.0905	0.3255	-0.0045	0.5415	0.0035	2.5735	-0.5765	0.1755	1.1165	-0.6725
57522	0.454	0.329916667	0.293583333	1.0485	0.7975	0.3845	1.2725	1.7815	1.2115	0.7745	0.867666667	0.3795	0.6475	2.0905
57523	0.4	0.358	0.892	1.344	0.471	0.227	0.756	1.64	0.279	0.958	-0.126	0.463	0.185	-0.709
57524	-0.0945	-0.5785	-0.1925	-1.8535	-0.9875	-0.3775	0.1945	-0.1165	0.1875	-1.8935	-0.0985	2.2745	-0.2815	0.1745
57526	0.117647222	0.181147222	0.162147222	0.460230556	0.133897222	-0.050102778	-0.163102778	-0.235102778	-0.116102778	-0.340102778	-0.172352778	0.526897222	-0.311102778	-0.280102778
5753	-0.1635	-0.7585	-0.5885	-0.1265	-0.6265	-0.7465	-1.1965	-2.0165	-0.9165	-0.9565	-1.4425	-0.9765	-0.9265	-2.5435
57530	0.6055	-0.96625	-0.78775	1.698	-0.362	-0.762	-3.612	-3.582	-1.162	-1.012	-3.179166667	-2.592	-3.668	-4.931
57531	0.19	-0.971	-1.15	-1.052	-0.115	0.276	0.439	0.364	0.216	0.097	-1.45	-0.122	0.115	-1.088
57533	0.683625	0.2985	0.370875	0.771	0.231	0.411	-0.079	0.241	0.231	0.231	-0.368375	-0.119	0.205	-0.262
57535	-0.929642857	-1.570642857	-1.1865	-2.4925	-2.3225	-3.0125	-3.7825	-4.3525	-1.4825	-2.0725	-3.128928571	-3.0925	-4.8295	-5.0895
57537	0.949	1.347	1.081	1.524	1.706	1.069	0.541	1.639	-0.168	2.389	0.351	0.789	1.763	1.344
57539	-0.265	-0.396	-0.206	-0.304375	-0.185	-0.059	0.165	0	-0.147	0.216	-0.256	0.075	0.145	-1.097
5754	-0.126666667	0.207333333	0.211	-0.719	-0.113	0.938	0.418	0.03115	0.789	1.226	-0.117	2.534	0.637	1.519
57542	0.006642857	0.083214286	0.082928571	0.3685	0.1835	-0.0885	-0.4705	-0.9045	-0.6315	-0.1665	0.216071429	-0.5445	-0.7055	-0.4965
57546	-0.767	0.532	0.184	0.667	-2.669	0.262	-0.1	0.117	0.181	-0.14	0.765	-0.186	0.131	-0.395
57547	0.382	0.261	-0.051	-0.923	-0.126	0.203	1.05	1	0.594	0.911	-1.518	0.452	0.92	0.774
57549	-0.2575	-0.0845	0.5285	0.9595	0.3155	-0.2715	-2.5165	-2.4605	0.0125	-0.6805	-2.5715	-1.9935	-2.9405	-2.3595
57551	-0.787	-0.728	-0.94	1.693	0.687	-0.839	0.152	0.547	-0.512	-0.765	1.569	-0.056	-0.475	0.593
57552	-0.6745	-0.7425	-0.2205	1.4175	-0.6125	-0.2725	-1.3725	-0.8025	-0.9025	-1.0025	-2.5585	-1.3025	-2.3895	-3.7365
57553	-0.1375	0.1575	0.088333333	-1.0235	-0.652055556	-0.5995	-0.2725	-0.105071429	-0.130833333	-0.316	0.143333333	-0.1645	-0.0205	0.2685
57554	0.156	0.602	0.709	-0.652	-0.223	0.154	-0.104	0.004444444	-0.16	-0.180571429	-0.038	-0.446	0.122	-0.451
57555	0.3785	0.2195	0.1395	0.0105	0.0855	-0.0115	0.6315	1.4525	0.5835	0.4105	1.3315	1.1695	0.2065	2.5065
57556	-0.323	0.131	1.061	0.975	0.459	-0.301	1.568	1.607	1.353	0.656	2.769	0.054	-0.783	1.2
57558	1.5635	1.1695	1.3755	1.0805	1.8535	1.0125	0.6895	0.7855	0.7425	0.9945	1.0365	0.7785	0.7095	1.0175
57559	-0.5555	-0.7695	-0.1065	-0.051928571	-0.2535	-0.1425	-0.2695	-5.00E-04	0.1115	-0.0625	-0.6045	-0.4645	-0.2585	-1.2755
5756	1.4955	0.0155	-0.1685	-1.0275	0.2325	1.2355	0.9535	1.2715	1.1815	1.2565	-1.3755	0.8125	0.7835	-0.6935
57563	0.5627	-0.1268	-0.1919	-1.0385	0.2465	1.4355	0.9505	0.8395	0.2695	0.2395	-0.2441	0.6965	0.2795	0.1345
57567	1.751	1.134	1.336	0.816	0.26	0.602	0.406	0.289	0.136	1.298	-0.639	0.269	0.723	0.217
57568	-0.374	0.46	0.32	0.976	0.456	-0.004	2.706	2.336	1.696	1.506	2.757	0.736	1.59	2.903
5757	-0.246625	-0.001375	-0.034875	-0.157625	-0.595625	-0.666625	-0.322625	-0.944625	-1.475625	-0.620625	0.494875	-1.954625	-1.635625	0.931375
57572	0.6675	0.0835	0.5935	0.1245	0.4915	0.1855	0.2645	0.4815	0.0725	0.8275	1.0355	0.7755	0.1115	1.9065
57575	-0.18109375	-0.04909375	-0.74609375	0.106239583	0.38690625	0.42090625	0.36590625	0.19790625	0.39690625	-3.75909375	0.25515625	-0.18809375	0.60990625	-1.03309375
57579	-0.391	-0.206	-0.706	0.50575	0.439	-0.338	0.724	-0.029	-2.411	0.195	0.762	-0.725	0.111	0.301
57582	0.039611111	0.428986111	0.301361111	0.10918254	-0.188388889	-0.169388889	-0.226388889	-0.199388889	-0.173388889	-0.179263889	-0.117763889	0.074611111	-0.162388889	0.031411111
57584	0.5376	-0.132	-0.2536	-0.5885	0.8015	1.1615	1.2915	1.4015	1.1715	1.2115	-0.075	0.5815	0.9495	0.8425
57586	-0.4795	-0.4675	1.4435	0.0065	0.1565	0.8165	-1.4235	-1.7335	-0.6735	-0.5135	-1.3995	-0.9635	-2.1425	-3.0205
57589	0.9165	-0.4395	-0.6925	-0.2875	0.2675	0.7455	0.1625	0.0985	0.2885	0.7295	-1.2835	-0.2855	0.6185	-0.7275
57590	0.188357143	-0.036214286	-0.057166667	0.4325	-0.6415	0.2125	0.14525	-0.1535	-0.0685	0.2015	0.281928571	0.1515	0.1975	0.8925
57591	-0.2916	0.2988	-0.1422	0.1638	-0.3852	-0.0012	0.0178	-0.0022	-0.1382	-0.2382	-0.3322	0.1488	0.4828	2.8088
57593	0.209	0.234	0.364	0.535	0.376	0.099	0.37	-0.168	0.446	0.718	0.61	0.257	-0.401	0.592
57594	0.268	0.426	0.455	0.418	0.672	0.289	0.04	0.368	-0.045	0.463	-0.25	-0.202	-0.701	0.316
57595	-0.016333333	0.149666667	0.185333333	0.262	-0.324	-0.235	-0.197	-0.13	-0.166	0.1198	0.003666667	-0.275	0.083	-0.581
57596	1.10025	1.36425	1.53725	1.47075	0.75025	0.55975	1.39025	-0.25425	1.19875	1.47475	2.38825	1.87425	0.83675	2.05825
57597	-0.5485	0.1385	0.2065	0.4175	0.355	-0.0175	0.1605	0.408	-0.083	0.7075	-0.1625	0.134	0.4135	0.586
57599	0.391	0.319	0.335	0.506	-0.018	0.499	0.055	-0.003	-0.187	0.24	-1.177	0.303	0.721	-0.758
576	-0.0235	-0.5075	-0.6385	0.3185	-0.2815	0.2485	0.8785	0.5685	0.5885	-0.2315	2.3435	1.0985	0.6265	1.1505
57602	-0.5765	0.4795	0.3245	-0.1555	0.2435	0.3865	0.4835	-0.1985	0.2045	0.3185	0.5215	0.8255	0.0425	1.0715
57615	-0.3165	-0.9615	-1.1295	-0.4035	-0.2515	0.0865	-0.0075	-0.2115	-0.3835	-0.7305	-2.5815	-0.4985	-0.6555	-0.8925
57617	-0.1074	-0.0532	0.0774	0.797	0.399	-0.022	-0.112	0.217	0.005	-0.383	0.0452	1.488	0.113	1.632
57619	0.471	0.2126875	0.4275625	0.929	-0.397	-0.537	-1.707	-2.791	-0.73	-0.637	-1.095375	-2.174	-2.405	-2.715
57620	0.532	-0.043	0.52	-0.577	1.082	0.704	0.411	0.028	0.616	0.34	1.83	0.107	-0.211	0.832
57621	0.0865	0.2395	-0.1025	1.6245	0.4845	0.1455	0.4585	0.8395	0.7335	0.0825	0.4685	0.6295	0.0405	0.0865
57626	-0.172	-0.303	0.38725	0.081928571	-0.0925	-0.95835	-0.162333333	-0.06275	-0.591	-1.989	-1.407	-0.576	0.328	-0.138
57628	-0.044567857	-0.112567857	-0.049567857	0.077575	0.565432143	0.251432143	0.367432143	0.304432143	0.319432143	0.257432143	0.571432143	-0.696567857	0.141209921	1.509432143
5763	-0.2524375	0.0014375	0.1626875	0.1145625	-0.0504375	-0.3354375	-0.0094375	-0.0304375	0.0845625	-0.7784375	0.437625	0.2225625	-0.1144375	0.0685625
57630	-0.1247	-0.3181	-0.2029	0.2147	-0.0625	-0.1275	-0.4475	-0.3515	0.1265	-0.3705	-0.0133	-0.4815	-0.0755	-0.3065
57631	-0.106	0.207	-0.078	-1.457	-0.102	0.995	0.968	0.77	0.705	1.13	-0.94	0.765	0.944	-0.529
57633	1.4175	1.4545	1.6445	1.2545	1.8045	1.3945	0.1245	0.2445	0.7215	0.6945	-0.9235	1.6345	0.5005	-1.9295
57634	0.193166667	0.199333333	0.264166667	-0.057833333	0.151166667	0.076666667	0.308666667	0.622166667	0.337666667	1.511666667	-0.000666667	0.599666667	0.301666667	0.446666667
57636	-0.054166667	0.3915	0.443833333	0.829125	-0.1515	-0.0905	-0.0345	-0.0715	-0.0195	0.0455	0.9855	-0.2075	-0.1725	0.4675
57639	0.088	-0.552	-0.539	-1.844	-0.506	-0.026	0.709	0.696	-0.026	0.77	-0.748	-0.877	0.088	0.819
5764	1.584875	1.578125	1.498375	3.7285	4.3315	4.6365	2.3865	1.9145	2.9635	3.7675	1.312625	1.8515	1.8275	-1.4855
57644	0.0025	-0.3545	-0.4455	0.5267	0.004125	0.7415	0.5385	0.0135	0.0785	-0.9385	-0.4175	-0.6175	0.1675	0.9275
57645	-0.0675	-0.6865	-0.7625	-0.2595	-0.1675	-0.2165	-0.0945	-0.5385	-0.4785	-0.0105	-0.9165	-0.6145	-0.6075	-0.9825
57646	0.1715	0.0795	0.1145	-0.8365	-1.5305	-0.5475	-0.1855	-0.3755	-0.4665	-0.0215	-0.4255	-0.4165	-0.0575	-0.4965
57647	-0.12375	-0.09975	-0.36975	-0.25625	-0.42025	-0.11475	-0.15975	-0.07825	-0.18425	-0.06125	0.46125	0.34975	-0.20025	0.91225
57649	0.045875	0.170125	0.052041667	1.137375	0.106375	0.383375	0.605375	0.065375	-0.222625	0.712375	-0.091625	0.164375	0.130375	-0.656625
57650	-0.321888889	0.190111111	-0.011888889	-0.477888889	0.122111111	0.758111111	1.013111111	0.682111111	0.482111111	-0.321888889	0.335111111	0.302111111	-0.357888889	-1.767888889
